STATEFP10	COUNTYFP10	VTDST10	GEOID10	VTDI10	NAME10	NAMELSAD10	LSAD10	MTFCC10	FUNCSTAT10	ALAND10	AWATER10	INTPTLAT10	INTPTLON10	OID_	PA_GEO_ID	PA_VOTE_ID	VAP	STATEFP1_1	COUNTYFP_1	VTDST10_1	GEOID10_1	VTDI10_1	NAME10_1	NAMELSAD_1	LSAD10_1	MTFCC10_1	FUNCSTAT_1	ALAND10_1	AWATER10_1	INTPTLAT_1	INTPTLON_1	LOGRECNO	POP100	PA_AGG	FRACTION	PRECINCT_C	US_HOUSE_D	PA_SEN_DIS	PA_HOUSE_D	MUNI_TYPE	MUNI_NAME	BICOUNTY_C	MCD_CODE	FIPS_CODE	VTD_CODE	GOVDV2010	GOVRV2010	STHDV2010	STHRV2010	STSDV2010	STSRV2010	USCDV2010	USCRV2010	USSDV2010	USSRV2010	GOVP2010	STHP2010	STSP2010	USCP2010	USSP2010	ATTDV2008	ATTRV2008	AUDDV2008	AUDRV2008	STHDV2008	STHRV2008	STSDV2008	STSRV2008	TREDV2008	TRERV2008	USCDV2008	USCRV2008	USPDV2008	USPRV2008	ATTP2008	AUDP2008	STHP2008	STSP2008	TREP2008	USCP2008	USPP2008	GOVDV2006	GOVRV2006	STHDV2006	STHRV2006	STSDV2006	STSRV2006	USCDV2006	USCRV2006	USSDV2006	USSRV2006	GOVP2006	STHP2006	STSP2006	USCP2006	USSP2006	ATTDV2004	ATTRV2004	AUDDV2004	AUDRV2004	STHDV2004	STHRV2004	STSDV2004	STSRV2004	TREDV2004	TRERV2004	USCDV2004	USCRV2004	USPDV2004	USPRV2004	USSDV2004	USSRV2004	ATTP2004	AUDP2004	STHP2004	STSP2004	TREP2004	USCP2004	USPP2004	USSP2004	GOVDV2002	GOVRV2002	STHDV2002	STHRV2002	STSDV2002	STSRV2002	USCDV2002	USCRV2002	GOVP2002	STHP2002	STSP2002	USCP2002	ATTDV2000	ATTRV2000	AUDDV2000	AUDRV2000	STHDV2000	STHRV2000	STSDV2000	STSRV2000	TREDV2000	TRERV2000	USCDV2000	USCRV2000	USPDV2000	USPRV2000	USSDV2000	USSRV2000	ATTP2000	AUDP2000	STHP2000	STSP2000	TREP2000	USCP2000	USPP2000	USSP2000	AV	TURNOUT08	NDV	NRV	cantuse	Z_obs	condition_obs	res_prob_treated	res_prob_adj	res_prob_control
"42"	"041"	"80"	"4204180"	"A"	"CARLISLE WD 02"	"CARLISLE WD 02"	"00"	"G5240"	"N"	1422305	11468	"+40.1960329"	"-077.1831859"	3171	3253	3223	1127	42	41	"80"	"4204180"	"A"	"CARLISLE WD 02"	"CARLISLE WD 02"	"0"	"G5240"	"N"	1422305	11468	40.1960334778	-77.1831893921	236992	1459	1127	1.0	80	19	31	199	6	"CARLISLE"	0	10	41	"80"	174.0	215.0	196.0	195.0	0.0	0.0	165.0	201.0	187.0	199.0	0.447300761938	0.501278758049	0.0	0.450819671154	0.48445597291	260.0	286.0	317.0	213.0	283.0	277.0	270.0	290.0	307.0	232.0	270.0	291.0	328.0	239.0	0.47619047761	0.598113179207	0.505357146263	0.482142865658	0.569573283196	0.481283426285	0.578483223915	195.0	187.0	170.0	201.0	0.0	0.0	170.0	203.0	201.0	183.0	0.510471224785	0.458221018314	0.0	0.455764085054	0.5234375	240.0	294.0	234.0	274.0	264.0	273.0	206.0	296.0	322.0	201.0	0.0	373.0	243.0	312.0	188.0	314.0	0.449438214302	0.460629910231	0.491620123386	0.410358577967	0.615678787231	0.0	0.437837839127	0.374502003193	165.0	174.0	184.0	163.0	0.0	0.0	0.0	244.0	0.486725658178	0.530259370804	0.0	0.0	157.0	290.0	221.0	232.0	212.0	264.0	203.0	267.0	151.0	292.0	188.0	268.0	217.0	247.0	185.0	274.0	0.351230412722	0.487858712673	0.445378154516	0.431914895773	0.340857774019	0.412280708551	0.467672407627	0.403050094843	0.502008616924	567.0	284.638885498	282.361114502	1					
"42"	"041"	"90"	"4204190"	"P"	"CARLISLE WD 03 PCT 01"	"CARLISLE WD 03 PCT 01"	"00"	"G5240"	"S"	3715424	2176	"+40.1964746"	"-077.2268705"	3231	3254	3224	1951	42	41	"90"	"4204190"	"P"	"CARLISLE WD 03 PCT 01"	"CARLISLE WD 03 PCT 01"	"0"	"G5240"	"S"	3715424	2176	40.1964759827	-77.2268676758	237064	2184	1951	1.0	90	19	31	199	6	"CARLISLE"	0	10	41	"90"	286.0	248.0	298.0	233.0	0.0	0.0	252.0	266.0	305.0	229.0	0.535580515862	0.561205267906	0.0	0.486486494541	0.571161031723	384.0	368.0	467.0	251.0	413.0	345.0	379.0	382.0	465.0	272.0	397.0	367.0	510.0	277.0	0.510638296604	0.650417804718	0.544854879379	0.4980289042	0.630936205387	0.51963353157	0.648030519485	367.0	232.0	346.0	229.0	0.0	0.0	320.0	263.0	408.0	198.0	0.612687826157	0.601739108562	0.0	0.548885047436	0.673267304897	530.0	392.0	510.0	366.0	623.0	332.0	464.0	441.0	614.0	301.0	0.0	531.0	603.0	396.0	467.0	443.0	0.574837327003	0.582191765308	0.652356028557	0.512707173824	0.671038269997	0.0	0.603603601456	0.513186812401	269.0	235.0	308.0	211.0	0.0	0.0	0.0	357.0	0.533730149269	0.593448936939	0.0	0.0	304.0	371.0	368.0	291.0	364.0	324.0	356.0	336.0	273.0	385.0	330.0	356.0	382.0	320.0	332.0	359.0	0.450370371342	0.558421850204	0.529069781303	0.514450848103	0.414893627167	0.481049567461	0.544159531593	0.480463087559	0.598275184631	787.0	470.842559814	316.157440186	1					
"42"	"041"	"100"	"42041100"	"A"	"CARLISLE WD 03 PCT 02"	"CARLISLE WD 03 PCT 02"	"00"	"G5240"	"N"	1775204	0	"+40.1885421"	"-077.1977750"	3172	3255	3225	2114	42	41	"100"	"42041100"	"A"	"CARLISLE WD 03 PCT 02"	"CARLISLE WD 03 PCT 02"	"0"	"G5240"	"N"	1775204	0	40.1885414124	-77.1977767944	237176	2543	2114	1.0	100	19	31	199	6	"CARLISLE"	0	10	41	"100"	340.0	470.0	336.0	477.0	0.0	0.0	281.0	509.0	368.0	445.0	0.419753074646	0.413284122944	0.0	0.355696201324	0.452644526958	456.0	736.0	604.0	553.0	503.0	698.0	421.0	782.0	585.0	585.0	463.0	753.0	624.0	610.0	0.38255032897	0.52203977108	0.418817639351	0.349958449602	0.5	0.38075658679	0.505672633648	460.0	470.0	399.0	493.0	0.0	0.0	324.0	578.0	468.0	461.0	0.494623661041	0.447309404612	0.0	0.3592017591	0.503767490387	481.0	677.0	482.0	632.0	563.0	619.0	375.0	759.0	649.0	506.0	0.0	846.0	535.0	701.0	381.0	729.0	0.415371328592	0.432675033808	0.476311326027	0.330687820911	0.561904788017	0.0	0.432847887278	0.34324324131	352.0	450.0	374.0	460.0	0.0	0.0	0.0	636.0	0.43890273571	0.448441237211	0.0	0.0	315.0	749.0	486.0	587.0	444.0	660.0	399.0	703.0	316.0	746.0	370.0	727.0	441.0	674.0	383.0	712.0	0.296052634716	0.452935695648	0.402173906565	0.36206895113	0.297551780939	0.337283492088	0.395515680313	0.349771678448	0.459007203579	1234.0	566.414916992	667.585083008	1					
"42"	"041"	"110"	"42041110"	"P"	"CARLISLE WD 03 PCT 03"	"CARLISLE WD 03 PCT 03"	"00"	"G5240"	"S"	2047320	0	"+40.1945041"	"-077.2077814"	3232	3256	3226	1757	42	41	"110"	"42041110"	"P"	"CARLISLE WD 03 PCT 03"	"CARLISLE WD 03 PCT 03"	"0"	"G5240"	"S"	2047320	0	40.1945037842	-77.2077789307	237265	2137	1757	1.0	110	19	31	199	6	"CARLISLE"	0	10	41	"110"	476.0	707.0	518.0	663.0	0.0	0.0	384.0	765.0	514.0	670.0	0.402366876602	0.438611358404	0.0	0.334203660488	0.434121608734	455.0	910.0	617.0	698.0	560.0	849.0	414.0	989.0	655.0	690.0	526.0	887.0	702.0	733.0	0.333333343267	0.469201534987	0.397444993258	0.295081973076	0.486988842487	0.372257620096	0.489198595285	611.0	564.0	534.0	621.0	0.0	0.0	432.0	721.0	599.0	566.0	0.519999980927	0.46233767271	0.0	0.374674767256	0.514163076878	557.0	832.0	510.0	814.0	698.0	734.0	398.0	975.0	737.0	639.0	0.0	1074.0	603.0	849.0	437.0	908.0	0.401007920504	0.385196387768	0.487430155277	0.289876192808	0.535610437393	0.0	0.415289252996	0.324907064438	458.0	563.0	512.0	540.0	0.0	0.0	0.0	812.0	0.44857981801	0.486692011356	0.0	0.0	356.0	848.0	525.0	688.0	462.0	785.0	423.0	816.0	321.0	876.0	396.0	827.0	475.0	786.0	418.0	814.0	0.29568105936	0.432811200619	0.370489180088	0.341404348612	0.268170416355	0.323793947697	0.376685172319	0.339285701513	0.439337313175	1435.0	630.449035645	804.550964355	1					
"42"	"041"	"120"	"42041120"	"A"	"CARLISLE WD 04 PCT 01"	"CARLISLE WD 04 PCT 01"	"00"	"G5240"	"N"	235253	0	"+40.2042374"	"-077.1910016"	3173	3257	3227	975	42	41	"120"	"42041120"	"A"	"CARLISLE WD 04 PCT 01"	"CARLISLE WD 04 PCT 01"	"0"	"G5240"	"N"	235253	0	40.2042388916	-77.1910018921	237357	1180	975	1.0	120	19	31	199	6	"CARLISLE"	0	10	41	"120"	121.0	72.0	132.0	58.0	0.0	0.0	117.0	65.0	131.0	59.0	0.62694299221	0.694736838341	0.0	0.642857134342	0.689473688602	241.0	105.0	264.0	72.0	250.0	108.0	245.0	114.0	265.0	82.0	252.0	105.0	288.0	79.0	0.696531772614	0.785714268684	0.698324024677	0.682451248169	0.763688743114	0.705882370472	0.784741163254	130.0	54.0	133.0	44.0	0.0	0.0	128.0	50.0	143.0	40.0	0.706521749496	0.751412451267	0.0	0.719101130962	0.781420767307	193.0	107.0	201.0	92.0	202.0	107.0	189.0	108.0	225.0	74.0	0.0	143.0	209.0	107.0	176.0	123.0	0.643333315849	0.686006844044	0.653721690178	0.636363625526	0.752508342266	0.0	0.661392390728	0.588628768921	64.0	41.0	69.0	48.0	0.0	0.0	0.0	62.0	0.609523832798	0.589743614197	0.0	0.0	104.0	84.0	140.0	50.0	128.0	71.0	125.0	73.0	108.0	85.0	123.0	71.0	145.0	61.0	114.0	78.0	0.553191483021	0.736842095852	0.643216073513	0.631313145161	0.559585511684	0.634020626545	0.703883469105	0.59375	0.705146551132	367.0	258.788787842	108.211212158	1					
"42"	"041"	"130"	"42041130"	"P"	"CARLISLE WD 04 PCT 02"	"CARLISLE WD 04 PCT 02"	"00"	"G5240"	"S"	1411662	0	"+40.2073113"	"-077.2091081"	3233	3258	3228	2353	42	41	"130"	"42041130"	"P"	"CARLISLE WD 04 PCT 02"	"CARLISLE WD 04 PCT 02"	"0"	"G5240"	"S"	1411662	0	40.2073097229	-77.2091064453	237401	2846	2353	1.0	130	19	31	199	6	"CARLISLE"	0	10	41	"130"	433.0	408.0	455.0	378.0	0.0	0.0	371.0	439.0	457.0	382.0	0.51486325264	0.546218514442	0.0	0.458024680614	0.544696092606	913.0	664.0	1029.0	507.0	1037.0	583.0	962.0	668.0	1042.0	534.0	989.0	659.0	1238.0	518.0	0.578947365284	0.669921875	0.640123486519	0.590184032917	0.661167502403	0.600121378899	0.705011367798	367.0	306.0	365.0	295.0	0.0	0.0	299.0	353.0	370.0	300.0	0.545319437981	0.553030312061	0.0	0.458588957787	0.552238821983	407.0	474.0	400.0	450.0	472.0	428.0	347.0	516.0	530.0	343.0	0.0	626.0	453.0	489.0	328.0	532.0	0.461975038052	0.470588237047	0.524444460869	0.402085751295	0.607101917267	0.0	0.480891734362	0.381395339966	224.0	273.0	252.0	261.0	0.0	0.0	0.0	399.0	0.450704216957	0.491228073835	0.0	0.0	219.0	440.0	305.0	347.0	285.0	397.0	272.0	406.0	199.0	445.0	244.0	424.0	296.0	395.0	235.0	434.0	0.332321703434	0.4677914083	0.41788855195	0.401179939508	0.309006214142	0.365269452333	0.428364694118	0.35127055645	0.55185520649	1756.0	969.057739258	786.942260742	1					
"42"	"041"	"140"	"42041140"	"P"	"CARLISLE WD 05"	"CARLISLE WD 05"	"00"	"G5240"	"S"	2667915	0	"+40.2125337"	"-077.1932279"	3234	3259	3229	3126	42	41	"140"	"42041140"	"P"	"CARLISLE WD 05"	"CARLISLE WD 05"	"0"	"G5240"	"S"	2667915	0	40.2125320435	-77.1932296753	237481	4143	3126	1.0	140	19	31	199	6	"CARLISLE"	0	10	41	"140"	451.0	629.0	458.0	614.0	0.0	0.0	402.0	641.0	495.0	577.0	0.417592585087	0.427238792181	0.0	0.385426640511	0.461753726006	698.0	952.0	948.0	646.0	776.0	913.0	757.0	930.0	961.0	660.0	766.0	926.0	985.0	733.0	0.42303031683	0.594730257988	0.459443449974	0.448725551367	0.592843949795	0.452718675137	0.573341071606	545.0	509.0	494.0	527.0	0.0	0.0	456.0	572.0	596.0	458.0	0.517077803612	0.48383936286	0.0	0.443579763174	0.565464913845	693.0	775.0	708.0	709.0	784.0	733.0	588.0	868.0	944.0	523.0	0.0	1080.0	746.0	806.0	583.0	827.0	0.472070842981	0.499647140503	0.516809463501	0.403846144676	0.64349013567	0.0	0.48067009449	0.413475185633	394.0	461.0	437.0	457.0	0.0	0.0	0.0	633.0	0.460818707943	0.488814324141	0.0	0.0	442.0	740.0	666.0	518.0	574.0	635.0	563.0	641.0	467.0	683.0	482.0	714.0	594.0	610.0	526.0	668.0	0.37394246459	0.5625	0.474772542715	0.467607975006	0.406086951494	0.403010040522	0.493355482817	0.440536022186	0.511937558651	1718.0	879.508728027	838.491271973	0	0.0	"control"	0.2387	0.3146	0.4467
"42"	"041"	"150"	"42041150"	"A"	"COOKE TWP Voting District"	"COOKE TWP Voting District"	"00"	"G5240"	"N"	51248043	196409	"+40.0319555"	"-077.3247989"	3174	3260	3230	143	42	41	"150"	"42041150"	"A"	"COOKE TWP Voting District"	"COOKE TWP Voting District"	"0"	"G5240"	"N"	51248043	196409	40.031955719	-77.324798584	237686	179	143	1.0	150	9	31	199	4	"COOKE"	0	15	41	"150"	17.0	63.0	19.0	62.0	0.0	0.0	18.0	62.0	27.0	54.0	0.21250000596	0.234567895532	0.0	0.22499999404	0.333333343267	19.0	79.0	33.0	62.0	25.0	79.0	21.0	83.0	38.0	60.0	31.0	70.0	39.0	62.0	0.193877547979	0.34736841917	0.240384608507	0.201923072338	0.387755095959	0.306930691004	0.386138617992	27.0	54.0	32.0	51.0	0.0	0.0	32.0	51.0	36.0	47.0	0.333333343267	0.385542154312	0.0	0.385542154312	0.433734953403	21.0	60.0	19.0	55.0	16.0	65.0	12.0	66.0	33.0	49.0	18.0	63.0	19.0	65.0	15.0	62.0	0.25925925374	0.256756752729	0.197530865669	0.153846159577	0.402439028025	0.222222223878	0.22619047761	0.194805189967	18.0	33.0	16.0	35.0	0.0	0.0	15.0	36.0	0.352941185236	0.313725501299	0.0	0.29411765933	19.0	41.0	24.0	36.0	25.0	35.0	20.0	40.0	18.0	41.0	17.0	43.0	19.0	41.0	16.0	44.0	0.316666662693	0.40000000596	0.416666656733	0.333333343267	0.305084735155	0.283333331347	0.316666662693	0.266666680574	0.30519169569	101.0	30.8243618011	70.1756362915	0	0.0	"adjacent"	0.2219	0.5144	0.2637
"42"	"041"	"160"	"42041160"	"A"	"DICKINSON TWP PCT NORTH"	"DICKINSON TWP PCT NORTH"	"00"	"G5240"	"N"	78076535	320519	"+40.1213167"	"-077.2600027"	3175	3261	3231	2859	42	41	"160"	"42041160"	"A"	"DICKINSON TWP PCT NORTH"	"DICKINSON TWP PCT NORTH"	"0"	"G5240"	"N"	78076535	320519	40.1213150024	-77.2600021362	237782	3700	2859	1.0	160	9	31	199	4	"DICKINSON"	0	20	41	"160"	350.0	1193.0	423.0	1120.0	0.0	0.0	397.0	1127.0	420.0	1114.0	0.226830855012	0.274141281843	0.0	0.260498702526	0.27379399538	415.0	1540.0	667.0	1218.0	560.0	1434.0	465.0	1529.0	686.0	1245.0	621.0	1366.0	703.0	1338.0	0.212276220322	0.353846162558	0.280842542648	0.233199596405	0.355256348848	0.31253144145	0.344438999891	538.0	896.0	536.0	854.0	0.0	0.0	537.0	890.0	598.0	840.0	0.375174343586	0.385611504316	0.0	0.376313954592	0.41585534811	558.0	1229.0	528.0	1180.0	710.0	1099.0	420.0	1328.0	881.0	887.0	554.0	1231.0	591.0	1278.0	428.0	1267.0	0.312255173922	0.309133499861	0.392482042313	0.240274593234	0.498303174973	0.310364156961	0.316211879253	0.252507388592	360.0	718.0	401.0	696.0	0.0	0.0	344.0	738.0	0.333951771259	0.365542382002	0.0	0.317929774523	354.0	1006.0	599.0	777.0	501.0	898.0	442.0	943.0	358.0	991.0	398.0	967.0	460.0	957.0	412.0	961.0	0.260294109583	0.435319781303	0.358112931252	0.319133579731	0.265381753445	0.291575103998	0.324629485607	0.300072818995	0.326606422663	2041.0	666.60369873	1374.39624023	0	0.0	"adjacent"	0.2255	0.6284	0.1461
"42"	"041"	"170"	"42041170"	"A"	"DICKINSON TWP PCT SOUTH"	"DICKINSON TWP PCT SOUTH"	"00"	"G5240"	"N"	40566542	253124	"+40.0571217"	"-077.2171224"	3176	3262	3232	1244	42	41	"170"	"42041170"	"A"	"DICKINSON TWP PCT SOUTH"	"DICKINSON TWP PCT SOUTH"	"0"	"G5240"	"N"	40566542	253124	40.0571212769	-77.217124939	237971	1523	1244	1.0	170	19	31	199	4	"DICKINSON"	0	20	41	"170"	126.0	387.0	126.0	381.0	0.0	0.0	98.0	385.0	142.0	373.0	0.245614036918	0.248520717025	0.0	0.202898547053	0.275728166103	145.0	530.0	239.0	400.0	192.0	501.0	188.0	506.0	232.0	438.0	174.0	522.0	232.0	468.0	0.214814811945	0.374021917582	0.277056276798	0.270893365145	0.34626865387	0.25	0.331428557634	171.0	325.0	140.0	337.0	0.0	0.0	132.0	346.0	201.0	293.0	0.344758063555	0.29350104928	0.0	0.276150614023	0.406882584095	210.0	450.0	206.0	435.0	248.0	415.0	151.0	494.0	344.0	318.0	0.0	545.0	200.0	485.0	152.0	463.0	0.318181812763	0.321372866631	0.374057322741	0.234108522534	0.519637465477	0.0	0.291970789433	0.247154474258	124.0	281.0	143.0	274.0	0.0	0.0	119.0	298.0	0.306172847748	0.342925667763	0.0	0.285371690989	146.0	369.0	229.0	288.0	192.0	335.0	172.0	353.0	170.0	346.0	149.0	372.0	172.0	356.0	157.0	359.0	0.283495157957	0.442940026522	0.364326387644	0.327619045973	0.329457372427	0.285988479853	0.325757563114	0.304263561964	0.325987249613	700.0	228.191070557	471.808929443	0	0.0	"control"	0.2246	0.507	0.2684
"42"	"041"	"195"	"42041195"	"P"	"EAST PENNSBORO TWP PCT 01"	"EAST PENNSBORO TWP PCT 01"	"00"	"G5240"	"S"	2555124	236664	"+40.2704897"	"-076.9496567"	3241	3263	3233	1383	42	41	"195"	"42041195"	"P"	"EAST PENNSBORO TWP PCT 01"	"EAST PENNSBORO TWP PCT 01"	"0"	"G5240"	"S"	2555124	236664	40.270488739	-76.9496536255	238546	1722	1383	1.0	180	19	31	87	4	"EAST PENNSBORO"	0	25	41	"175"	247.0	604.0	241.0	605.0	0.0	0.0	191.0	621.0	270.0	575.0	0.290246754885	0.284869968891	0.0	0.235221669078	0.319526612759	272.0	756.0	404.0	589.0	317.0	727.0	250.0	798.0	424.0	592.0	331.0	721.0	437.0	615.0	0.264591425657	0.406847923994	0.303639858961	0.238549619913	0.417322844267	0.314638793468	0.415399253368	652.0	901.0	602.0	941.0	0.0	0.0	554.0	963.0	798.0	761.0	0.419832587242	0.390149056911	0.0	0.36519446969	0.511866569519	724.0	1273.0	807.0	1123.0	865.0	1081.0	444.0	1425.0	1207.0	772.0	0.0	1528.0	793.0	1269.0	551.0	1317.0	0.362543821335	0.418134719133	0.444501549006	0.237560197711	0.609903991222	0.0	0.384578078985	0.294967889786	471.0	780.0	297.0	979.0	0.0	0.0	0.0	1011.0	0.376498788595	0.232758626342	0.0	0.0	446.0	1133.0	819.0	772.0	392.0	1236.0	781.0	849.0	489.0	1084.0	455.0	1188.0	622.0	985.0	580.0	997.0	0.282457262278	0.514770567417	0.240786239505	0.479141116142	0.310870945454	0.276932448149	0.387056618929	0.367786943913	0.393520176411	1052.0	413.983215332	638.016784668	0	0.0	"control"	0.2364	0.4266	0.337
"42"	"041"	"210"	"42041210"	"P"	"EAST PENNSBORO TWP PCT 02"	"EAST PENNSBORO TWP PCT 02"	"00"	"G5240"	"S"	3396312	360838	"+40.2692632"	"-076.9378328"	3244	3264	3234	1106	42	41	"210"	"42041210"	"P"	"EAST PENNSBORO TWP PCT 02"	"EAST PENNSBORO TWP PCT 02"	"0"	"G5240"	"S"	3396312	360838	40.2692642212	-76.9378356934	238777	1424	1106	1.0	182	19	31	87	4	"EAST PENNSBORO"	0	25	41	"179"	241.0	503.0	217.0	524.0	0.0	0.0	190.0	525.0	267.0	476.0	0.323924720287	0.292847514153	0.0	0.265734255314	0.35935395956	256.0	704.0	432.0	492.0	319.0	653.0	245.0	738.0	435.0	507.0	321.0	659.0	435.0	551.0	0.266666680574	0.467532455921	0.328189313412	0.249237030745	0.461783438921	0.327551007271	0.441176474094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.386739611626	986.0	381.325256348	604.674743652	1					
"42"	"041"	"190"	"42041190"	"P"	"EAST PENNSBORO TWP PCT 03"	"EAST PENNSBORO TWP PCT 03"	"00"	"G5240"	"S"	2524225	141213	"+40.2625893"	"-076.9222810"	3240	3265	3235	2837	42	41	"190"	"42041190"	"P"	"EAST PENNSBORO TWP PCT 03"	"EAST PENNSBORO TWP PCT 03"	"0"	"G5240"	"S"	2524225	141213	40.262588501	-76.9222793579	238439	3437	2837	1.0	185	19	31	87	4	"EAST PENNSBORO"	0	25	41	"183"	370.0	632.0	383.0	619.0	0.0	0.0	300.0	670.0	426.0	572.0	0.369261473417	0.382235527039	0.0	0.309278339148	0.426853716373	479.0	908.0	733.0	627.0	570.0	839.0	446.0	972.0	673.0	697.0	548.0	871.0	727.0	691.0	0.345349669456	0.538970589638	0.40454223752	0.314527511597	0.491240888834	0.386187463999	0.512693941593	483.0	543.0	394.0	625.0	0.0	0.0	402.0	604.0	553.0	483.0	0.47076022625	0.386653572321	0.0	0.399602383375	0.533783793449	593.0	814.0	621.0	755.0	680.0	729.0	390.0	967.0	871.0	521.0	0.0	1052.0	608.0	847.0	455.0	840.0	0.421464115381	0.451308131218	0.482611775398	0.287398666143	0.625718414783	0.0	0.417869418859	0.351351350546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45820197463	1418.0	649.730407715	768.269592285	0	0.0	"adjacent"	0.2119	0.7004	0.0877
"42"	"041"	"215"	"42041215"	"P"	"EAST PENNSBORO TWP PCT 04"	"EAST PENNSBORO TWP PCT 04"	"00"	"G5240"	"S"	1501900	4161	"+40.2828645"	"-076.9480970"	3245	3266	3236	1482	42	41	"215"	"42041215"	"P"	"EAST PENNSBORO TWP PCT 04"	"EAST PENNSBORO TWP PCT 04"	"0"	"G5240"	"S"	1501900	4161	40.2828636169	-76.948097229	238863	1901	1482	1.0	187	19	31	87	4	"EAST PENNSBORO"	0	25	41	"187"	211.0	485.0	234.0	466.0	0.0	0.0	173.0	488.0	240.0	455.0	0.303160905838	0.334285706282	0.0	0.26172465086	0.345323741436	275.0	696.0	438.0	476.0	350.0	625.0	267.0	717.0	421.0	512.0	311.0	675.0	417.0	574.0	0.283213168383	0.479212254286	0.35897436738	0.271341472864	0.451232582331	0.31541582942	0.420787096024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.380488276482	991.0	377.063873291	613.936096191	0	0.0	"control"	0.2221	0.3134	0.4645
"42"	"041"	"180"	"42041180"	"P"	"EAST PENNSBORO TWP PCT 05"	"EAST PENNSBORO TWP PCT 05"	"00"	"G5240"	"S"	1374068	10643	"+40.2871089"	"-076.9352183"	3235	3267	3237	1683	42	41	"180"	"42041180"	"P"	"EAST PENNSBORO TWP PCT 05"	"EAST PENNSBORO TWP PCT 05"	"0"	"G5240"	"S"	1374068	10643	40.287109375	-76.935218811	238077	2180	1683	1.0	190	19	31	87	4	"EAST PENNSBORO"	0	25	41	"191"	191.0	399.0	206.0	382.0	0.0	0.0	163.0	394.0	206.0	384.0	0.32372879982	0.350340127945	0.0	0.292639136314	0.3491525352	260.0	608.0	431.0	404.0	334.0	543.0	273.0	614.0	404.0	450.0	316.0	565.0	418.0	473.0	0.29953917861	0.516167640686	0.380843788385	0.307779043913	0.473067909479	0.3586833179	0.469135791063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	638.0	970.0	436.0	1177.0	0.0	0.0	0.0	1285.0	0.396766155958	0.270303785801	0.0	0.0	597.0	1501.0	1059.0	1065.0	572.0	1565.0	942.0	1215.0	634.0	1443.0	628.0	1534.0	830.0	1331.0	773.0	1329.0	0.284556716681	0.498587578535	0.267664939165	0.436717659235	0.305247962475	0.290471792221	0.384081453085	0.367745012045	0.405131965876	891.0	360.972595215	530.027404785	0	1.0	"treated"	0.2197	0.5099	0.2704
