leg_state	leg_chamber	leg_party	leg_gender	leg_latino	leg_native	leg_arab	leg_asian	leg_white	leg_black	leg_nonblackminority	treat_out	outcitiesisausedoutcity	code_some_response_given	totalpop	whitepop	blackpop	nativepop	asianpop	islanderp	otherrace	hispanicp	totalhouses	urbanhouses	ruralhousing	medianhhincom	black_medianhh	latino_medianhh	white_medianhh	blackpercent	statessquireindex	blackvotingpe	nonblackvotin	district_overallturnout	census_district_blackpercent	demvotepercent	nonblacknonwhite	urbanpercent	leg_senator	keepthis	leg_democrat	south	chamber	dist_from_dist_to_out	helpful
"CT"	"L"	"D"	"M"	0	0	0	0	1	0	0	0	0	1	2.3848	21893	322	52	708	9	136	728	9975	9975	0	7.0246	2.2068	25271	4.0997	0.01350218	0.19	0.4347826	0.520743	0.51958233	0.013502181	0.533541	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.5734378	1.0
"CT"	"L"	"D"	"F"	0	0	0	0	1	0	0	1	0	0	2.37	22294	303	33	496	8	59	507	7942	7942	0	10.3336	4.1345	21943	5.3111	0.01278481	0.19	0.30363035	0.5363936	0.5334177	0.01278481	0.6188375	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.5765359	0.0
"CT"	"L"	"R"	"M"	0	0	0	1	0	0	1	1	0	0	2.3424	21945	323	42	460	11	80	563	7950	7859	91	8.3767	2.1402	27625	3.9271	0.013789276	0.19	0.45510834	0.5561664	0.55477285	0.013789276	0.4725825	1.0	0.98855346	0.0	1.0	0.0	0.0	"L"	0.537245	0.0
"CT"	"L"	"R"	"M"	0	0	0	0	1	0	0	1	0	0	2.2833	21600	183	44	519	20	33	434	8066	4361	3705	12.4218	6.1276	52511	6.2106	0.008014716	0.19	0.3989071	0.58728474	0.58577496	0.008014715	0.0	0.0	0.5406645	0.0	1.0	0.0	0.0	"L"	0.5673737	0.0
"CT"	"L"	"D"	"M"	0	0	0	0	1	0	0	1	0	1	2.369	22063	279	33	666	5	60	584	9148	9148	0	11.9112	2.9368	36517	7.3737	0.011777121	0.19	0.42293906	0.5906625	0.5886872	0.011777122	0.65436864	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.6278966	1.0
"CT"	"L"	"D"	"M"	0	0	0	0	1	0	0	1	0	0	2.4212	15514	3263	72	1024	24	273	4042	10056	10049	7	5.5829	2.1285	16182	3.5327	0.13476789	0.19	0.42598835	0.43200153	0.43119115	0.13476789	0.70190424	0.0	0.9993039	0.0	1.0	1.0	0.0	"L"	0.6714365	0.0
"CT"	"L"	"R"	"F"	0	0	0	0	1	0	0	1	0	0	2.3359	18105	1292	59	1381	29	352	2141	8374	8164	210	6.6761	1.7478	13871	3.2349	0.05531059	0.19	0.35758513	0.45697194	0.45147482	0.05531059	0.4953935	0.0	0.97492236	0.0	1.0	0.0	0.0	"L"	0.6050977	0.0
"CT"	"L"	"D"	"M"	0	0	0	0	1	0	0	1	0	1	2.3235	20423	1007	339	305	25	63	1073	8378	2921	5457	5.9449	1.5981	15328	2.4897	0.043339785	0.19	0.12313803	0.48209465	0.46653756	0.04333979	1.0	0.0	0.34865123	0.0	1.0	1.0	0.0	"L"	0.9949444	1.0
"CT"	"L"	"D"	"M"	0	0	0	0	0	1	0	1	0	0	2.4186	7903	7628	135	701	40	406	7373	8662	8662	0	4.0357	1.685	12288	2.7235	0.31538907	0.19	0.34543785	0.28530017	0.30426693	0.31538907	1.0	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.68853503	0.0
"CT"	"L"	"R"	"F"	0	0	0	0	1	0	0	1	0	0	2.3656	22236	149	48	619	8	84	512	8557	8557	0	13.6774	2.5132	50677	7.8643	0.006298613	0.19	0.67785233	0.5567703	0.55753297	0.0062986133	0.0	0.0	1.0	0.0	1.0	0.0	0.0	"L"	0.72153217	0.0
"CT"	"L"	"R"	"M"	0	0	0	0	1	0	0	0	0	0	2.3718	19382	1489	83	820	8	144	1792	9511	9511	0	7.4036	2.7287	19332	4.009	0.06277932	0.19	0.45601076	0.5587296	0.55228096	0.06277932	0.0	0.0	1.0	0.0	1.0	0.0	0.0	"L"	0.6780744	0.0
"CT"	"L"	"D"	"F"	0	0	0	0	1	0	0	0	0	1	2.2795	20233	637	53	825	16	85	946	8276	8276	0	9.9918	3.8514	33418	5.5049	0.027944725	0.19	0.45525903	0.565394	0.5623163	0.027944725	0.5321432	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.6513924	1.0
"CT"	"L"	"R"	"F"	0	0	0	0	1	0	0	0	0	0	2.2859	20216	432	56	1001	12	124	1018	8524	6490	2034	11.5302	2.9589	34040	9.004	0.018898465	0.19	0.3287037	0.5119276	0.50846493	0.018898465	0.0	0.0	0.7613796	0.0	1.0	0.0	0.0	"L"	0.79267	0.0
"CT"	"L"	"R"	"F"	0	0	0	0	1	0	0	0	0	0	2.2727	18415	663	51	1154	15	195	2234	9138	9137	1	9.2002	2.5166	25378	6.8907	0.02917235	0.19	0.3167421	0.4449329	0.44119328	0.02917235	0.0	0.0	0.99989057	0.0	1.0	0.0	0.0	"L"	0.8162298	0.0
"CT"	"L"	"R"	"M"	0	0	0	0	1	0	0	0	0	0	2.2089	19161	255	50	1549	6	61	1007	8747	8747	0	10.2559	2.2012	25873	7.7651	0.011544209	0.19	0.47843137	0.5064578	0.5061343	0.011544207	0.44643524	0.0	1.0	0.0	1.0	0.0	0.0	"L"	0.8045307	0.0
"DE"	"U"	"D"	"M"	0	0	0	0	1	0	0	0	0	0	3.0964	18932	10199	148	394	16	116	1159	14872	14872	0	4.5637	1.8408	15754	3.6484	0.3293825	0.148	0.0	0.0	0.0	0.3293825	0.68869936	0.0	1.0	1.0	1.0	1.0	0.0	"U"	0.4170603	0.0
"DE"	"L"	"D"	"F"	0	0	0	0	1	0	0	1	0	1	1.7075	3462	11994	105	65	4	97	1348	6898	6898	0	3.0097	1.393	10555	1.7363	0.7024304	0.148	0.0	0.0	0.0	0.7024304	1.0	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.38831747	1.0
"DE"	"U"	"D"	"M"	0	0	0	0	1	0	0	0	0	0	3.4551	10157	16552	205	259	29	169	7180	14177	14177	0	2.9079	1.2616	8879	2.2895	0.47905993	0.148	0.0	0.0	0.0	0.47905993	1.0	0.0	1.0	1.0	1.0	1.0	0.0	"U"	0.40372175	0.0
"DE"	"L"	"D"	"M"	0	0	0	0	1	0	0	1	0	1	1.715	10766	4637	64	239	9	70	1365	8722	8722	0	4.3689	1.8238	11790	4.8288	0.270379	0.148	0.0	0.0	0.0	0.270379	0.742915	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.41528606	1.0
"DE"	"U"	"D"	"M"	0	0	0	0	1	0	0	0	0	1	3.1499	26839	2855	107	958	11	85	644	13770	13770	0	5.8461	2.3091	23642	3.3394	0.090637796	0.148	0.0	0.0	0.0	0.090637796	0.507	0.0	1.0	1.0	1.0	1.0	0.0	"U"	0.42902988	1.0
"DE"	"U"	"R"	"F"	0	0	0	0	1	0	0	1	0	0	3.1336	24938	4234	138	1135	12	102	777	12957	12957	0	5.8592	2.0644	16137	3.1206	0.13511616	0.148	0.0	0.0	0.0	0.13511616	0.474	0.0	1.0	1.0	1.0	0.0	0.0	"U"	0.44930428	0.0
"DE"	"L"	"R"	"M"	0	0	0	0	1	0	0	1	0	0	1.6204	13245	2128	67	375	7	50	332	7100	7100	0	5.4028	1.8202	14644	3.2271	0.1313256	0.148	0.0	0.0	0.0	0.1313256	1.0	0.0	1.0	0.0	1.0	0.0	0.0	"L"	0.42152426	0.0
"DE"	"U"	"R"	"F"	0	0	0	0	1	0	0	0	0	0	3.5095	30830	1399	73	1962	18	84	729	13078	11835	1243	8.8862	2.2106	17934	4.7201	0.03986323	0.148	0.0	0.0	0.0	0.03986323	0.48700002	0.0	0.9049549	1.0	1.0	0.0	0.0	"U"	0.42825848	0.0
"DE"	"L"	"D"	"M"	0	0	0	0	1	0	0	1	0	1	1.5445	11668	2747	82	518	7	56	367	6801	6801	0	5.1889	2.1077	16910	2.8695	0.1778569	0.148	0.0	0.0	0.0	0.1778569	0.58599997	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.45025018	0.0
"DE"	"U"	"D"	"F"	0	0	0	0	1	0	0	0	0	1	3.2552	27440	2042	138	766	17	103	2046	12881	12857	24	5.3135	1.9539	13792	2.751	0.0627304	0.148	0.0	0.0	0.0	0.0627304	0.723	0.0	0.9981368	1.0	1.0	1.0	0.0	"U"	0.41498742	1.0
"DE"	"L"	"D"	"M"	0	0	0	0	1	0	0	0	0	1	1.5882	12099	2616	71	467	6	79	544	6880	6880	0	4.9053	1.8965	14522	2.5988	0.16471477	0.148	0.0	0.0	0.0	0.16471477	0.572	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.44036624	1.0
"DE"	"U"	"D"	"M"	0	0	0	0	1	0	0	0	0	0	3.6181	31463	1356	132	1803	31	115	1281	14423	14326	97	6.7701	3.0761	18773	3.0643	0.037478235	0.148	0.0	0.0	0.0	0.037478235	0.578	0.0	0.9932746	1.0	1.0	1.0	0.0	"U"	0.4144229	0.0
"DE"	"L"	"R"	"M"	0	0	0	0	1	0	0	0	0	0	2.6649	22875	2662	109	211	10	65	717	9271	2911	6360	6.3331	1.6332	16714	2.4541	0.09989118	0.148	0.0	0.0	0.0	0.09989118	0.462	0.0	0.31398985	0.0	1.0	0.0	0.0	"L"	0.21260437	0.0
"DE"	"U"	"D"	"F"	0	0	0	0	1	0	0	1	0	1	3.3766	26113	3042	148	1242	19	174	3028	13919	13919	0	4.9808	2.0495	14803	2.5211	0.090090625	0.148	0.0	0.0	0.0	0.090090625	1.0	0.0	1.0	1.0	1.0	1.0	0.0	"U"	0.3861387	1.0
"DE"	"L"	"D"	"M"	0	0	0	0	1	0	0	0	0	0	1.5002	13224	683	51	772	4	36	232	5722	5638	84	7.6374	2.6586	27411	3.6699	0.045527264	0.148	0.0	0.0	0.0	0.045527264	0.5070423	0.0	0.98531985	0.0	1.0	1.0	0.0	"L"	0.45494738	0.0
"DE"	"U"	"D"	"F"	0	0	0	0	1	0	0	0	0	1	4.0773	33663	3758	190	1656	29	231	1246	13628	13628	0	5.4358	1.9767	18297	2.2503	0.09216884	0.148	0.0	0.0	0.0	0.09216884	0.649	0.0	1.0	1.0	1.0	1.0	0.0	"U"	0.37432542	1.0
"DE"	"L"	"R"	"M"	0	0	0	0	1	0	0	1	0	1	1.5876	14701	366	22	486	2	15	284	6873	6873	0	7.4317	3.6874	29828	4.6758	0.023053668	0.148	0.0	0.0	0.0	0.023053667	0.367	0.0	1.0	0.0	1.0	0.0	0.0	"L"	0.43562332	1.0
"DE"	"U"	"D"	"M"	0	0	0	0	1	0	0	1	0	1	4.0022	27394	8277	242	1666	39	196	2208	14893	14893	0	5.1838	2.1072	14000	2.2952	0.20681125	0.148	0.0	0.0	0.0	0.20681125	1.0	0.0	1.0	1.0	1.0	1.0	0.0	"U"	0.3693279	0.0
"DE"	"L"	"R"	"F"	0	0	0	0	1	0	0	1	0	0	1.8619	15709	1261	57	664	12	74	842	7323	6344	979	7.3141	1.6752	12151	4.6979	0.067726515	0.148	0.0	0.0	0.0	0.067726515	0.0	0.0	0.86631167	0.0	1.0	0.0	0.0	"L"	0.43372387	0.0
"DE"	"U"	"R"	"F"	0	0	0	0	1	0	0	1	0	1	4.6052	32397	9993	254	1155	32	190	2031	18066	18024	42	5.4199	2.1467	17025	2.4163	0.21699385	0.148	0.0	0.0	0.0	0.21699384	0.0	0.0	0.9976752	1.0	1.0	0.0	0.0	"U"	0.33627453	1.0
"DE"	"L"	"D"	"M"	0	0	0	0	1	0	0	1	0	1	1.6794	14325	903	78	154	8	38	1288	6858	6858	0	4.4586	1.5282	12743	2.209	0.05376921	0.148	0.0	0.0	0.0	0.053769205	1.0	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.4016781	0.0
"DE"	"U"	"D"	"M"	0	0	0	0	1	0	0	1	0	0	3.9753	23079	12130	247	801	21	211	3264	15095	15067	28	4.5958	1.6266	11317	2.1709	0.3051342	0.148	0.0	0.0	0.0	0.3051342	1.0	0.0	0.99814516	1.0	1.0	1.0	0.0	"U"	0.36993623	0.0
"DE"	"L"	"D"	"M"	0	0	0	0	1	0	0	0	0	1	1.737	12369	2027	66	825	15	110	1958	6911	6814	97	5.0091	2.0195	15075	2.764	0.11669545	0.148	0.0	0.0	0.0	0.11669545	1.0	0.0	0.9859644	0.0	1.0	1.0	0.0	"L"	0.39500996	1.0
"DE"	"U"	"D"	"M"	0	0	0	0	1	0	0	1	0	1	5.1185	41713	7043	275	535	20	152	1447	17663	9076	8587	5.9913	1.7406	14675	2.4356	0.1375989	0.148	0.0	0.0	0.0	0.1375989	0.63208556	0.0	0.5138425	1.0	1.0	1.0	0.0	"U"	0.19435209	1.0
"DE"	"L"	"D"	"F"	0	0	0	0	1	0	0	0	0	1	2.3065	14319	5923	129	529	18	107	2040	8946	8904	42	5.062	1.8933	13032	2.2979	0.256796	0.148	0.0	0.0	0.0	0.256796	1.0	0.0	0.9953052	0.0	1.0	1.0	0.0	"L"	0.3571669	1.0
"DE"	"U"	"D"	"F"	0	0	0	0	1	0	0	1	0	0	3.6384	31100	3511	554	404	23	127	665	13611	3387	10224	4.2227	1.4738	10544	1.85	0.09649846	0.148	0.0	0.0	0.0	0.09649846	1.0	0.0	0.24884285	1.0	1.0	1.0	0.0	"U"	0.37933594	0.0
"DE"	"L"	"D"	"M"	0	0	0	0	0	1	0	0	0	1	1.7416	11652	3181	115	182	8	56	2222	6652	6652	0	4.2395	1.4905	9699	1.9723	0.18264814	0.148	0.0	0.0	0.0	0.18264814	1.0	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.38378155	1.0
"DE"	"U"	"R"	"M"	0	0	0	0	1	0	0	1	0	0	3.3401	24092	6419	353	909	65	171	1392	12602	9993	2609	4.5073	1.5459	13000	2.0886	0.19217987	0.148	0.0	0.0	0.0	0.19217987	0.436	0.0	0.79296935	1.0	1.0	0.0	0.0	"U"	0.49107167	0.0
"DE"	"L"	"D"	"M"	0	0	0	0	1	0	0	1	0	0	1.583	11264	3465	80	362	10	65	584	6690	6011	679	4.7461	1.9387	11975	2.3509	0.2188882	0.148	0.0	0.0	0.0	0.2188882	0.834	0.0	0.8985053	0.0	1.0	1.0	0.0	"L"	0.32002756	0.0
"DE"	"L"	"D"	"M"	0	0	0	0	1	0	0	0	0	1	2.0175	13062	4622	146	960	6	138	1241	7937	7937	0	5.1728	1.7064	16851	2.5028	0.22909541	0.148	0.0	0.0	0.0	0.22909541	0.5257836	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.36846521	1.0
"DE"	"U"	"R"	"M"	0	0	0	0	1	0	0	0	0	1	4.4549	36292	5770	356	437	23	151	1520	25176	14453	10723	4.0017	1.1894	13992	2.2906	0.1295203	0.148	0.0	0.0	0.0	0.1295203	0.449	0.0	0.5740785	1.0	1.0	0.0	0.0	"U"	0.63576764	1.0
"DE"	"L"	"D"	"M"	0	0	0	0	1	0	0	1	0	1	1.7058	14203	1137	87	219	3	58	1351	7224	7224	0	4.7204	1.751	10043	2.2799	0.06665494	0.148	0.0	0.0	0.0	0.06665494	0.7895267	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.39650697	1.0
"DE"	"L"	"R"	"M"	0	0	0	0	1	0	0	1	0	1	1.8765	16625	573	48	1024	4	27	464	6888	6888	0	7.9501	4.2626	22042	3.2512	0.030535571	0.148	0.0	0.0	0.0	0.030535571	0.0	0.0	1.0	0.0	1.0	0.0	0.0	"L"	0.42778826	0.0
"DE"	"U"	"D"	"M"	0	0	0	0	1	0	0	1	0	0	4.9594	41348	5331	577	413	27	93	1805	43034	29256	13778	3.9737	1.5073	12073	2.5709	0.107492834	0.148	0.0	0.0	0.0	0.10749284	1.0	0.0	0.67983454	1.0	1.0	1.0	0.0	"U"	0.8043098	0.0
"DE"	"L"	"R"	"M"	0	0	0	0	1	0	0	1	0	1	1.6531	14127	877	62	804	25	69	567	6720	6720	0	6.1206	2.8024	19331	2.8938	0.05305184	0.148	0.0	0.0	0.0	0.05305184	0.449	0.0	1.0	0.0	1.0	0.0	0.0	"L"	0.4057584	1.0
"DE"	"U"	"D"	"M"	0	0	0	0	1	0	0	0	0	0	3.8465	29782	6641	187	473	45	211	1126	15568	8274	7294	3.6865	1.2036	12293	1.9004	0.17265046	0.148	0.0	0.0	0.0	0.17265046	1.0	0.0	0.5314748	1.0	1.0	1.0	0.0	"U"	0.7953134	0.0
"DE"	"L"	"R"	"M"	1	0	0	0	0	0	1	1	0	0	2.0607	17884	828	59	1344	22	54	416	7532	7328	204	8.638	2.6365	26507	3.6205	0.04018052	0.148	0.0	0.0	0.0	0.040180523	0.33900002	1.0	0.9729156	0.0	1.0	0.0	0.0	"L"	0.42136946	0.0
"DE"	"L"	"D"	"F"	0	0	0	0	1	0	0	1	0	0	1.664	14247	986	64	827	8	109	399	6255	6255	0	4.9479	1.8347	19571	2.3606	0.05925481	0.148	0.0	0.0	0.0	0.059254806	0.7614213	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.39612076	0.0
"DE"	"L"	"R"	"M"	0	0	0	0	1	0	0	0	0	0	1.8779	13545	3463	105	565	32	79	990	6949	6949	0	5.2263	2.1332	17363	2.2594	0.18440811	0.148	0.0	0.0	0.0	0.18440811	0.46747968	0.0	1.0	0.0	1.0	0.0	0.0	"L"	0.36348626	0.0
"DE"	"L"	"D"	"M"	0	0	0	0	1	0	0	0	0	0	1.9512	16138	1656	104	659	13	96	846	5860	5860	0	4.9844	1.7828	12813	1.8857	0.08487085	0.148	0.0	0.0	0.0	0.084870845	0.734	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.37737095	0.0
"DE"	"L"	"D"	"M"	0	0	0	0	1	0	0	0	0	1	2.4253	15543	6189	151	981	18	137	1234	8863	8863	0	5.4388	2.1677	13549	2.3456	0.25518492	0.148	0.0	0.0	0.0	0.25518492	0.799	0.0	1.0	0.0	1.0	1.0	0.0	"L"	0.3593477	1.0
"DE"	"L"	"D"	"M"	0	0	0	0	1	0	0	0	0	1	3.2353	25188	4971	178	857	15	120	1024	11323	10735	588	6.3161	2.3091	16995	2.5276	0.15364881	0.148	0.0	0.0	0.0	0.15364881	0.5088819	0.0	0.9480703	0.0	1.0	1.0	0.0	"L"	0.32279378	1.0
"DE"	"L"	"D"	"M"	0	0	0	0	1	0	0	1	0	0	2.0721	15007	4520	208	260	18	73	635	7746	5597	2149	3.9214	1.4347	10148	1.9861	0.21813619	0.148	0.0	0.0	0.0	0.21813619	1.0	0.0	0.7225664	0.0	1.0	1.0	0.0	"L"	0.31468132	0.0
"DE"	"L"	"R"	"F"	0	0	0	0	1	0	0	0	0	0	1.9599	16852	1698	414	220	5	64	346	7128	1449	5679	4.5979	1.7874	14606	1.886	0.086637065	0.148	0.0	0.0	0.0	0.08663707	0.498	0.0	0.20328283	0.0	1.0	0.0	0.0	"L"	0.39441127	0.0
"DE"	"L"	"R"	"M"	0	0	0	0	1	0	0	0	0	1	1.8116	15206	2128	137	186	14	83	362	6974	1724	5250	4.0027	1.3513	14898	1.8057	0.11746522	0.148	0.0	0.0	0.0	0.11746522	0.0	0.0	0.2472039	0.0	1.0	0.0	0.0	"L"	0.5109646	1.0
"DE"	"L"	"D"	"M"	0	0	0	0	1	0	0	1	0	0	2.0269	15020	3756	216	334	20	112	811	8263	4853	3410	3.9583	1.223	10998	2.061	0.18530759	0.148	0.0	0.0	0.0	0.1853076	0.537	0.0	0.58731693	0.0	1.0	1.0	0.0	"L"	0.52298063	0.0
"DE"	"L"	"R"	"M"	0	0	0	0	0	1	0	0	0	0	1.6905	12050	3293	165	476	34	71	816	6358	5818	540	4.4296	1.5207	12734	2.0522	0.19479445	0.148	0.0	0.0	0.0	0.19479445	0.387	0.0	0.9150676	0.0	1.0	0.0	0.0	"L"	0.44127798	0.0
"DE"	"L"	"R"	"M"	0	0	0	0	1	0	0	1	0	1	2.1683	15759	4640	153	124	7	106	894	8361	857	7504	3.8978	1.2353	11386	1.8115	0.21399254	0.148	0.0	0.0	0.0	0.21399254	0.39	0.0	0.1024997	0.0	1.0	0.0	0.0	"L"	0.6628932	0.0
"DE"	"L"	"R"	"M"	0	0	0	0	1	0	0	0	0	1	2.6795	23664	2102	215	257	13	42	502	23466	15523	7943	4.2497	1.2172	24736	2.8145	0.07844747	0.148	0.0	0.0	0.0	0.07844747	0.358	0.0	0.6615103	0.0	1.0	0.0	0.0	"L"	0.74605477	1.0
"DE"	"L"	"R"	"M"	0	0	0	0	1	0	0	1	0	0	3.0352	26099	2397	441	214	17	55	1129	28583	20169	8414	3.9195	1.3367	12345	2.5011	0.07897338	0.148	0.0	0.0	0.0	0.07897338	0.279	0.0	0.70562917	0.0	1.0	0.0	0.0	"L"	0.84279466	0.0
"DE"	"L"	"R"	"M"	0	0	0	0	1	0	0	0	0	0	1.9328	13934	4099	96	294	23	119	763	7835	5546	2289	3.6061	1.1611	12820	2.0667	0.21207576	0.148	0.0	0.0	0.0	0.21207574	0.3064516	0.0	0.7078493	0.0	1.0	0.0	0.0	"L"	0.77098966	0.0
"DE"	"L"	"R"	"M"	0	0	0	0	1	0	0	0	0	1	2.0972	17141	2976	104	228	24	102	397	8477	3333	5144	3.8613	1.2499	13142	1.8205	0.14190349	0.148	0.0	0.0	0.0	0.14190349	0.412	0.0	0.39318156	0.0	1.0	0.0	0.0	"L"	0.8126567	1.0
"DE"	"L"	"D"	"M"	0	0	0	0	1	0	0	0	0	1	2.247	15209	4625	156	178	8	89	2205	8200	3735	4465	3.7509	1.4767	8052	2.0458	0.20583001	0.148	0.0	0.0	0.0	0.20583	0.53	0.0	0.45548782	0.0	1.0	1.0	0.0	"L"	0.81232727	1.0
"FL"	"L"	"R"	"M"	0	0	0	0	1	0	0	0	0	1	13.5869	84157	41599	1964	3914	350	447	3438	58179	58179	0	3.066	1.0465	14513	2.2025	0.30616993	0.223	0.4427991	0.5145752	0.4925995	0.30616993	0.479	0.0	1.0	0.0	1.0	0.0	1.0	"L"	5.7955513	1.0
"FL"	"U"	"R"	"M"	0	0	0	0	1	0	0	0	0	1	40.5076	329941	47054	3513	4085	293	927	19263	188662	97705	90957	3.2001	1.1419	10537	1.8603	0.116160914	0.223	0.5140902	0.61770505	0.6056691	0.116160914	0.42	0.0	0.51788384	1.0	1.0	0.0	1.0	"U"	3.2937348	1.0
"FL"	"U"	"R"	"M"	0	0	0	0	1	0	0	1	0	0	41.0128	336299	37165	5458	12765	956	1787	15698	206483	185701	20782	4.0591	1.3605	14934	2.3334	0.090618044	0.223	0.45970672	0.57433313	0.5639459	0.09061805	0.0	0.0	0.8993525	1.0	1.0	0.0	1.0	"U"	5.360962	0.0
"FL"	"L"	"R"	"M"	0	0	0	0	1	0	0	1	0	1	13.6042	107258	19219	2651	1935	237	414	4328	55701	17704	37997	3.182	0.9806	11733	1.6556	0.14127254	0.223	0.42603675	0.54560316	0.52871174	0.14127254	0.404	0.0	0.3178399	0.0	1.0	0.0	1.0	"L"	5.2363234	1.0
"FL"	"U"	"R"	"M"	0	0	0	0	1	0	0	0	0	1	40.7045	338744	35252	3153	10763	517	1927	16689	160447	133754	26693	4.8639	1.573	18191	2.4303	0.086604685	0.223	0.87992173	0.6268273	0.64874643	0.08660468	0.28599998	0.0	0.8336336	1.0	1.0	0.0	1.0	"U"	3.3511362	1.0
"FL"	"L"	"R"	"M"	0	0	0	0	1	0	0	0	0	1	13.5178	107044	18761	1726	3166	224	396	3861	69331	60165	9166	3.4766	1.1986	14999	1.971	0.13878737	0.223	0.45264113	0.53689754	0.5252038	0.13878737	0.0	0.0	0.8677937	0.0	1.0	0.0	1.0	"L"	4.5535398	1.0
"FL"	"L"	"R"	"F"	0	0	0	0	1	0	0	1	0	0	13.5231	112932	14758	2045	822	126	368	4180	77507	30427	47080	3.6222	0.9831	12781	2.0356	0.10913178	0.223	0.4341374	0.6308218	0.6093573	0.10913178	0.0	0.0	0.392571	0.0	1.0	0.0	1.0	"L"	4.6287236	0.0
"FL"	"U"	"R"	"F"	0	0	0	0	1	0	0	1	0	1	40.4799	353636	22573	3123	3962	326	1112	20067	201148	154416	46732	3.4808	1.2961	12060	2.0573	0.05576348	0.223	0.5281088	0.53658307	0.5361105	0.05576348	0.265	0.0	0.76767355	1.0	1.0	0.0	1.0	"U"	2.5766315	1.0
"FL"	"L"	"D"	"M"	0	0	0	0	0	1	0	1	0	1	13.5419	53174	73077	797	1926	128	508	5809	57558	45003	12555	2.5801	1.1265	9858	1.8457	0.53963625	0.223	0.54977626	0.49480286	0.5244685	0.53963625		0.0	0.78187215	0.0	1.0	1.0	1.0	"L"	4.367716	1.0
"FL"	"L"	"D"	"F"	0	0	0	0	1	0	0	1	0	1	13.5851	105385	20567	813	3494	143	489	4960	56338	49229	7109	5.0527	1.6843	18614	2.8169	0.1513938	0.223	0.67165846	0.64916205	0.65256786	0.1513938	0.5025853	0.0	0.8738152	0.0	1.0	1.0	1.0	"L"	4.2721844	1.0
"FL"	"U"	"R"	"M"	0	0	0	0	1	0	0	1	0	0	41.1649	285356	30957	2208	17706	748	4759	69915	167975	158530	9445	4.6943	1.6456	14467	2.8247	0.07520242	0.223	0.7814711	0.51893395	0.5386774	0.07520242	0.41599998	0.0	0.9437714	1.0	1.0	0.0	1.0	"U"	2.0876532	0.0
"FL"	"L"	"D"	"M"	0	0	0	0	1	0	0	0	0	1	13.6482	95634	33914	1437	636	123	273	4465	62669	10446	52223	2.7458	0.9063	6404	1.586	0.24848698	0.223	0.4004246	0.5234966	0.49291483	0.24848698	0.536	0.0	0.16668528	0.0	1.0	1.0	1.0	"L"	3.6630096	1.0
"FL"	"U"	"R"	"F"	0	0	0	0	1	0	0	0	0	0	40.7349	307979	35586	3151	5877	379	1714	52663	173281	152181	21100	4.0903	1.3924	11726	2.1598	0.08735998	0.223	0.81023437	0.5511253	0.57376105	0.08735998	0.479	0.0	0.8782325	1.0	1.0	0.0	1.0	"U"	1.7108455	0.0
"FL"	"U"	"R"	"M"	0	0	0	0	1	0	0	1	0	1	40.4609	372462	5964	2307	5117	266	1389	17104	205445	193781	11664	3.5431	1.4694	14187	2.2536	0.014740157	0.223	0.7297116	0.56355906	0.56600815	0.014740157	0.35	0.0	0.9432257	1.0	1.0	0.0	1.0	"U"	2.5175622	1.0
"FL"	"L"	"R"	"F"	0	0	0	0	1	0	0	0	0	1	13.3663	111914	16411	1255	781	103	232	2967	51124	21907	29217	4.0759	0.8985	11234	1.9559	0.12277893	0.223	0.36530375	0.5722717	0.5468604	0.12277893	0.0	0.0	0.42850715	0.0	1.0	0.0	1.0	"L"	3.3608527	1.0
"FL"	"U"	"R"	"M"	0	0	0	0	1	0	0	1	0	1	40.535	356938	17353	2421	6841	391	1566	19840	225144	225144	0	3.6923	1.2841	15194	2.6062	0.04280992	0.223	0.51011354	0.50190336	0.50225484	0.04280992	0.0	0.0	1.0	1.0	1.0	0.0	1.0	"U"	1.8658822	1.0
"FL"	"L"	"D"	"F"	0	0	0	0	0	1	0	0	0	1	13.3854	51573	74942	821	2722	183	489	3124	54076	49385	4691	3.1513	1.3607	12952	1.7457	0.55987865	0.223	0.56946707	0.37342137	0.48318318	0.55987865	0.739	0.0	0.9132517	0.0	1.0	1.0	1.0	"L"	3.3341892	1.0
"FL"	"U"	"R"	"M"	0	0	0	0	1	0	0	1	0	0	40.7168	293104	77129	3477	9727	337	1666	21728	170201	90222	79979	3.1017	0.9999	10615	1.8982	0.18942794	0.223	0.43927705	0.5454658	0.5253507	0.18942796	0.462	0.0	0.53009087	1.0	1.0	0.0	1.0	"U"	3.0811348	0.0
