Region,Chamber,Session/Congress,Bill Type,Number,Title,Current Status,Current Status Date,Date Introduced,Sponsor(s),Cosponsors,Primary Party,Quorum Profile URL,Bill Text URL,Word Count,Official Description,Organization Description,Stance
Michigan,House,2011-2012 Regular Session,House Bill,4469,H.B. 4469 (2011-2012 Regular Session): Appropriations; Supplemental; Multisection Zero-Based School Aid Supplemental; Provide for Fiscal Year 2010-2011. Amends Secs. 11 & 17b of 1979 Pa 94 (Mcl 388.1611 & 388.1617b),Referred to Committee,3/22/2011,4/7/2011,MI Rep. Jeremy Moss (D-MI35),,Democrat,https://www.quorum.us/bill/1624961/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4469.htm,1437,,,
Michigan,House,2011-2012 Regular Session,House Bill,4470,H.B. 4470 (2011-2012 Regular Session): Appropriations; Supplemental; Multisection Zero-Based School Aid Supplemental; Provide for Fiscal Year 2010-2011. Amends Secs. 11 & 17b of 1979 Pa 94 (Mcl 388.1611 & 388.1617b),Referred to Committee,3/22/2011,4/7/2011,MI Rep. Jeremy Moss (D-MI35),,Democrat,https://www.quorum.us/bill/1624976/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4470.htm,1437,,,
Michigan,House,2011-2012 Regular Session,House Bill,4471,H.B. 4471 (2011-2012 Regular Session): Appropriations; Supplemental; Multisection Zero-Based School Aid Supplemental; Provide for Fiscal Year 2010-2011. Amends Secs. 11 & 17b of 1979 Pa 94 (Mcl 388.1611 & 388.1617b),Referred to Committee,3/22/2011,4/7/2011,MI Rep. Jeremy Moss (D-MI35),,Democrat,https://www.quorum.us/bill/1624994/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4471.htm,1437,,,
Michigan,House,2011-2012 Regular Session,House Bill,4472,H.B. 4472 (2011-2012 Regular Session): Corrections; Parole; Appointment of Legal Counsel for Prisoner Based Upon Appeal of Parole by Victim or Prosecutor; Prohibit Under Certain Circumstances. Amends Sec. 34 of 1953 Pa 232 (Mcl 791.234),Referred to Committee,3/22/2011,4/7/2011,MI Rep. Al Pscholka (R-MI79),,Republican,https://www.quorum.us/bill/1625029/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4472.htm,2409,,,
Michigan,House,2011-2012 Regular Session,House Bill,4473,H.B. 4473 (2011-2012 Regular Session): Property; Land Sales; Purchase of State Land Using State Funds; Modify Criteria. Amends Sec. 503 of 1994 Pa 451 (Mcl 324.503),Referred to Committee,3/22/2011,4/7/2011,MI Rep. Ed McBroom (R-MI108),"Tom McMillin, MI Speaker Kevin Cotter (R-MI99), Frank Foster, Matt Huuki, MI Sen. Mike Shirkey (R-MI16)",Republican,https://www.quorum.us/bill/1625043/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4473.htm,1414,,,
Michigan,House,2011-2012 Regular Session,House Bill,4474,H.B. 4474 (2011-2012 Regular Session): Townships; General Law; Posting of Legal Notices as Alternative to Publishing; Provide For. Amends 1846 Rs 16 (Mcl 41.1a - 41.110c) by Adding Sec. 1c,Referred to Committee,3/22/2011,4/7/2011,Sharon Tyler,,Republican,https://www.quorum.us/bill/1625053/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4474.htm,141,,,
Michigan,House,2011-2012 Regular Session,House Bill,4475,H.B. 4475 (2011-2012 Regular Session): Counties; Other; Methods for Public Notice Disclosure; Expand. Amends 1851 Pa 156 (Mcl 46.1 - 46.32) by Adding Sec. 10d,Referred to Committee,3/22/2011,4/7/2011,Cindy Denby,,Republican,https://www.quorum.us/bill/1625061/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4475.htm,164,,,
Michigan,House,2011-2012 Regular Session,House Bill,4476,H.B. 4476 (2011-2012 Regular Session): Villages; Home Rule; Posting of Legal Notices as Alternatives to Publishing; Provide For. Amends 1909 Pa 278 (Mcl 78.1 - 78.28) by Adding Sec. 1c,Referred to Committee,3/22/2011,4/7/2011,Joe Haveman,,Republican,https://www.quorum.us/bill/1625075/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4476.htm,129,,,
Michigan,House,2011-2012 Regular Session,House Bill,4477,"H.B. 4477 (2011-2012 Regular Session): Villages; General Law; Posting of Legal Notices as Alternative to Publishing; Provide For. Amends Sec. 1, Ch. Ii & Sec. 4, Ch. Vi of 1895 Pa 3 (Mcl 62.1 & 66.4) & Adds Sec. 4 to Ch. Xiv",Referred to Committee,3/22/2011,4/7/2011,Mark Meadows,,Democrat,https://www.quorum.us/bill/1625082/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4477.htm,1335,,,
Michigan,House,2011-2012 Regular Session,House Bill,4459,H.B. 4459 (2011-2012 Regular Session): Higher Education; Tuition; Educational Assistance for Entrepreneurial Courses and Training; Provide. Creates New Act,Referred to Committee,3/22/2011,4/7/2011,Jon Switalski,MI Leader Jim Ananich (D-MI27),Democrat,https://www.quorum.us/bill/1624860/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4459.htm,625,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,158,S.B. 158 (2011-2012 Regular Session): Labor; Collective Bargaining; Certain Limitations on Collective Bargaining Rights and Certain Provisions in Public Collective Bargaining Agreements; Require. Amends Title & Sec. 15 of 1947 Pa 336 (Mcl 423.215).  Tie Bar With: Hb 4214'11,Signed by the Governor,3/22/2011,4/7/2011,MI Sen. Phil Pavlov (R-MI25),"MI Sen. John Proos (R-MI21), MI Sen. Jack Brandenburg (R-MI8), MI Sen. Jim Marleau (R-MI12)",Republican,https://www.quorum.us/bill/1625176/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0158.htm,1207,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,283,S.B. 283 (2011-2012 Regular Session): Property Tax; Assessments; Reduction in Property Tax Due to an Appeal; Require to Use New Assessment as Baseline for Next Year's Taxes. Amends Sec. 30c of 1893 Pa 206 (Mcl 211.30c),Referred to Committee,3/22/2011,4/7/2011,MI Sen. Mike Green (R-MI31),"Roger Kahn, MI Sen. Mike Nofs (R-MI19), Tupac Hunter, MI Sen. Darwin Booher (R-MI35), MI Sen. Judy Emmons (R-MI33), MI Sen. Jim Marleau (R-MI12), MI Sen. Patrick Colbeck (R-MI7), MI Sen. Tory Rocca (R-MI10), MI Sen. John Proos (R-MI21), MI Sen. Phil Pavlov (R-MI25)",Republican,https://www.quorum.us/bill/1625239/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0283.htm,288,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,284,S.B. 284 (2011-2012 Regular Session): Property Tax; Tax Tribunal; Reduction in Property Tax Due to an Appeal; Require to Use New Assessment as Baseline for Next Year's Taxes. Amends Sec. 55 of 1973 Pa 186 (Mcl 205.755),Referred to Committee,3/22/2011,4/7/2011,MI Sen. Mike Green (R-MI31),"MI Sen. Patrick Colbeck (R-MI7), MI Sen. Jim Marleau (R-MI12), MI Sen. Judy Emmons (R-MI33), MI Sen. Mike Nofs (R-MI19), Roger Kahn, Tupac Hunter, MI Sen. Darwin Booher (R-MI35), MI Sen. John Proos (R-MI21), MI Sen. Phil Pavlov (R-MI25), MI Sen. Tory Rocca (R-MI10)",Republican,https://www.quorum.us/bill/1625251/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0284.htm,163,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,285,S.B. 285 (2011-2012 Regular Session): Property Tax; Other; Resident Protest to Board of Review by Letter; Allow. Amends Sec. 30 of 1893 Pa 206 (Mcl 211.30),Referred to Committee,3/22/2011,4/7/2011,MI Sen. Mike Green (R-MI31),"MI Sen. Tory Rocca (R-MI10), MI Sen. John Proos (R-MI21), MI Sen. Phil Pavlov (R-MI25), MI Sen. Judy Emmons (R-MI33), MI Sen. Darwin Booher (R-MI35), MI Sen. Mike Nofs (R-MI19), Roger Kahn, Tupac Hunter, MI Sen. Patrick Colbeck (R-MI7), MI Sen. Jim Marleau (R-MI12)",Republican,https://www.quorum.us/bill/1625265/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0285.htm,761,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,286,S.B. 286 (2011-2012 Regular Session): Labor; Hours and Wages; Prevailing Wage Violations Database; Require. Amends 1965 Pa 166 (Mcl 408.551 - 408.558) by Adding Sec. 6a,Referred to Committee,3/22/2011,4/7/2011,MI Sen. Bert Johnson (D-MI2),"MI Sen. Coleman Young (D-MI1), Tupac Hunter, MI Sen. Steven Bieda (D-MI9), MI Sen. Rebekah Warren (D-MI18), MI Sen. Hoon-Yung Hopgood (D-MI6), MI Sen. Morris Hood (D-MI3), MI Sen. Virgil Smith (D-MI4), Glenn Anderson, Gretchen Whitmer, MI Sen. Vincent Gregory (D-MI11), John Gleason",Democrat,https://www.quorum.us/bill/1625281/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0286.htm,155,,,
Michigan,House,2011-2012 Regular Session,House Bill,4158,H.B. 4158 (2011-2012 Regular Session): Trade; Consumer Goods and Services; Requirement for Item Pricing of Consumer Items; Repeal. Creates New Act & Repeals 1976 Pa 449 (Mcl 445.351 - 445.364),Passed Senate,3/17/2011,4/7/2011,,"MI Rep. Jeremy Moss (D-MI35), MI Sen. Peter MacGregor (R-MI28), Rick Olson, MI Sen. Wayne Schmidt (R-MI37), MI Rep. Ray Franz (R-MI101), MI Rep. Rick Outman (R-MI70), MI Sen. Dale Zorn (R-MI17), Frank Foster, MI Rep. Jeff Farrington (R-MI30), Judson Gilbert, MI Speaker Kevin Cotter (R-MI99), Greg MacMaster, Mark Ouimet, MI Rep. Kathy Crawford (R-MI38), MI Rep. Anthony Forlini (R-MI24), MI Rep. Amanda Price (R-MI89), MI Rep. Pat Somerville (R-MI23), Pete Lund, Gail Haines, MI Sen. Marty Knollenberg (R-MI13), Sharon Tyler, Kenneth Kurtz, MI Rep. Kurt Heise (R-MI20), MI Rep. Phil Potvin (R-MI102), MI Rep. Earl Poleski (R-MI64), MI Rep. Mike Callton (R-MI87), David Agema, MI Sen. Margaret O'Brien (R-MI20), MI Rep. Ben Glardon (R-MI85), MI Rep. Jon Bumstead (R-MI100), Joe Haveman, MI Rep. Ken Yonker (R-MI72)",,https://www.quorum.us/bill/1623681/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/House/htm/2011-HEBS-4158.htm,2459,,,
Michigan,House,2011-2012 Regular Session,House Bill,4457,H.B. 4457 (2011-2012 Regular Session): Liquor; Licenses; Inventory on Premises; Modify for Licensees Operating Motor Fuel Pumps. Amends Sec. 541 of 1998 Pa 58 (Mcl 436.1541),Referred to Committee,3/17/2011,4/7/2011,MI Sen. Mike Shirkey (R-MI16),"MI Rep. Paul Muxlow (R-MI83), MI Sen. Ken Horn (R-MI32), MI Rep. Earl Poleski (R-MI64), MI Rep. Ken Yonker (R-MI72), MI Rep. Al Pscholka (R-MI79), MI Speaker Kevin Cotter (R-MI99), MI Rep. Bruce Rendon (R-MI103), Deb Lynn Shaughnessy, Matt Huuki, Rick Olson",Republican,https://www.quorum.us/bill/1625398/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4457.htm,708,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,270,S.B. 270 (2011-2012 Regular Session): Local Government; Authorities; Recreational Authorities Act; Revise to Include School Districts. Amends Sec. 3 of 2000 Pa 321 (Mcl 123.1133),Referred to Committee,3/17/2011,4/7/2011,John Gleason,"Tupac Hunter, MI Sen. Coleman Young (D-MI1), MI Sen. Steven Bieda (D-MI9), MI Sen. Rick Jones (R-MI24), MI Sen. Hoon-Yung Hopgood (D-MI6), MI Sen. Virgil Smith (D-MI4), Gretchen Whitmer, Glenn Anderson, MI Sen. Vincent Gregory (D-MI11)",Democrat,https://www.quorum.us/bill/1625431/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0270.htm,377,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,280,S.B. 280 (2011-2012 Regular Session): Property Tax; Payment and Collection; Procedure for Removing Unpaid and Uncollectible Delinquent Personal Property Taxes From Tax Rolls; Revise. Amends Sec. 56a of 1893 Pa 206 (Mcl 211.56a),Referred to Committee,3/17/2011,4/7/2011,Bruce Caswell,"MI Sen. Patrick Colbeck (R-MI7), MI Sen. Tom Casperson (R-MI38), Roger Kahn, MI Sen. Darwin Booher (R-MI35), MI Sen. Judy Emmons (R-MI33), MI Sen. Mike Green (R-MI31), MI Sen. John Proos (R-MI21), MI Sen. Jack Brandenburg (R-MI8), MI Leader Arlan Meekhof (R-MI30)",Republican,https://www.quorum.us/bill/1625444/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0280.htm,628,,,
Michigan,Senate,2011-2012 Regular Session,Senate Simple Resolution,28,"S.R. 28 (2011-2012 Regular Session): Recognizing March 20-26, 2011, as Home Education Week in the State of Michigan",Agreed To (Simple Resolution),3/17/2011,4/7/2011,MI Sen. David Robertson (R-MI14),"MI Sen. John Proos (R-MI21), MI Sen. Jack Brandenburg (R-MI8), MI Sen. Jim Marleau (R-MI12), Bruce Caswell, MI Sen. Darwin Booher (R-MI35), MI Sen. Judy Emmons (R-MI33), MI Sen. Rick Jones (R-MI24), MI Sen. Mike Green (R-MI31)",Republican,https://www.quorum.us/bill/1625458/,http://www.legislature.mi.gov/documents/2011-2012/resolutionintroduced/Senate/htm/2011-SIR-0028.htm,259,,,
Michigan,Senate,2011-2012 Regular Session,Senate Joint Resolution,0,S.J.R. I. (2011-2012 Regular Session): Labor; Collective Bargaining; Constitutional Right to Collective Bargaining; Create. Amends the State Constitution by Adding Sec. 28 to Art. I,Referred to Committee,3/17/2011,4/7/2011,Gretchen Whitmer,"MI Sen. Hoon-Yung Hopgood (D-MI6), MI Sen. Morris Hood (D-MI3), MI Sen. Rebekah Warren (D-MI18), MI Sen. Steven Bieda (D-MI9), Tupac Hunter, MI Sen. Coleman Young (D-MI1), MI Sen. Bert Johnson (D-MI2), John Gleason, MI Sen. Vincent Gregory (D-MI11), Glenn Anderson, MI Sen. Virgil Smith (D-MI4)",Democrat,https://www.quorum.us/bill/1625472/,http://www.legislature.mi.gov/documents/2011-2012/jointresolutionintroduced/Senate/htm/2011-SIJR-I.htm,146,,,
Michigan,House,2011-2012 Regular Session,House Simple Resolution,47,H.R. 47 (2011-2012 Regular Session): To Declare May 2011 as Motorcycle Safety Awareness Month in the State of Michigan,Agreed To (Simple Resolution),3/17/2011,4/7/2011,Deb Lynn Shaughnessy,"MI Sen. Marty Knollenberg (R-MI13), Sharon Tyler, Former MI Rep. Brandon Dillon (D-MI75), MI Sen. Mike Shirkey (R-MI16), Lesia Liss, MI Rep. Kurt Heise (R-MI20), MI Rep. Tom Hooker (R-MI77), Lisa Brown, MI Rep. Earl Poleski (R-MI64), MI Rep. Paul Muxlow (R-MI83), MI Rep. Andrea LaFontaine (R-MI32), Rick Olson, MI Sen. Dale Zorn (R-MI17), Matt Huuki, MI Rep. George Darany (D-MI15), Bill Rogers, MI Rep. Kathy Crawford (R-MI38)",Republican,https://www.quorum.us/bill/1625851/,http://www.legislature.mi.gov/documents/2011-2012/resolutionintroduced/House/htm/2011-HIR-0047.htm,352,,,
Michigan,House,2011-2012 Regular Session,House Concurent Resolution,2,"H.C.R. 2 (2011-2012 Regular Session): A Concurrent Resolution to Express Opposition to the Imposition of a Ban of Firearm Hunting and Snowmobiling in Certain Areas of the Huron-Manistee National Forest.
",Agreed To (Concurrent Resolution),3/17/2011,4/7/2011,MI Rep. Bruce Rendon (R-MI103),"Kenneth Kurtz, MI Rep. Kurt Heise (R-MI20), MI Rep. Phil Potvin (R-MI102), MI Rep. Ed McBroom (R-MI108), Dian Slavens, MI Rep. Erika Geiss (D-MI12), MI Rep. Earl Poleski (R-MI64), MI Sen. Ken Horn (R-MI32), MI Rep. Paul Muxlow (R-MI83), MI Rep. Mike Callton (R-MI87), David Agema, MI Rep. Tom Hooker (R-MI77), Gretchen Whitmer, MI Sen. Margaret O'Brien (R-MI20), MI Sen. Mike Shirkey (R-MI16), Lesia Liss, John Walsh, John Gleason, Tim Melton, MI Rep. Pat Somerville (R-MI23), MI Rep. Al Pscholka (R-MI79), MI Rep. Fred Durhal (D-MI5), MI Rep. Ken Goike (R-MI33), MI Rep. Bradford Jacobsen (R-MI46), MI Sen. Phil Pavlov (R-MI25), MI Rep. Holly Hughes (R-MI91), Cindy Denby, MI Sen. Jim Stamas (R-MI36), Pete Lund, MI Sen. John Proos (R-MI21), Gail Haines, MI Sen. Marty Knollenberg (R-MI13), MI Leader Jim Ananich (D-MI27), MI Rep. Alberta Talabi (D-MI2), Sharon Tyler, MI Rep. Peter Pettalia (R-MI106), MI Sen. Mike Green (R-MI31), Kurt Damrow, Barb Byrum, MI Sen. Rick Jones (R-MI24), MI Rep. Jeff Farrington (R-MI30), Judson Gilbert, MI Speaker Kevin Cotter (R-MI99), Howard Walker, MI Sen. Judy Emmons (R-MI33), Greg MacMaster, MI Rep. Charles Brunner (D-MI96), Richard LeBlanc, Paul Opsommer, MI Sen. Darwin Booher (R-MI35), John Pappageorge, MI Rep. Kathy Crawford (R-MI38), MI Rep. Joel Johnson (R-MI97), Deb Lynn Shaughnessy, MI Rep. Anthony Forlini (R-MI24), MI Rep. Charles Smiley (D-MI50), MI Rep. Amanda Price (R-MI89), Kate Segal, Matt Huuki, Bruce Caswell, Lisa Howze, Maureen Stapleton, Bill Rogers, MI Sen. Tom Casperson (R-MI38), Rick Olson, MI Rep. Andrea LaFontaine (R-MI32), MI Rep. Ray Franz (R-MI101), MI Sen. Wayne Schmidt (R-MI37), John Moolenaar, MI Sen. Dale Zorn (R-MI17), Matt Lori, Frank Foster, Kevin Daley",Republican,https://www.quorum.us/bill/1625858/,http://www.legislature.mi.gov/documents/2011-2012/concurrentresolutionadopted/House/htm/2011-HACRH-0002.htm,375,,,
Michigan,House,2011-2012 Regular Session,House Bill,4447,H.B. 4447 (2011-2012 Regular Session): Health; Smoking; Smoking in an Outdoor Patio Area of a Food Service Establishment; Allow. Amends Sec. 12905 of 1978 Pa 368 (Mcl 333.12905),Referred to Committee,3/16/2011,4/7/2011,Tim Melton,"MI Rep. Erika Geiss (D-MI12), Harold Haugh",Democrat,https://www.quorum.us/bill/1625781/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4447.htm,503,,,
Michigan,House,2011-2012 Regular Session,House Simple Resolution,46,"H.R. 46 (2011-2012 Regular Session): To Declare March 14-18, 2011, as Multiple Sclerosis Awareness Week in the State of Michigan.
",Agreed To (Simple Resolution),3/16/2011,4/7/2011,Ellen Lipton,"MI Rep. George Darany (D-MI15), Joan Bauer, Vicki Barnett, Matt Huuki, Kate Segal, Kevin Daley, Matt Lori, Former MI Rep. Brandon Dillon (D-MI75), MI Sen. Marty Knollenberg (R-MI13), Lisa Brown, MI Rep. Earl Poleski (R-MI64), Dian Slavens, MI Rep. Kurt Heise (R-MI20), Lesia Liss, Bob Constan",Democrat,https://www.quorum.us/bill/1626327/,http://www.legislature.mi.gov/documents/2011-2012/resolutionintroduced/House/htm/2011-HIR-0046.htm,417,,,
Michigan,House,2011-2012 Regular Session,House Bill,4118,"H.B. 4118 (2011-2012 Regular Session): Civil Procedure; Foreclosure; Foreclosure of Michigan State Housing Development Authority Mortgages; Require Meeting Between Lender and Borrower Before Foreclosure by Advertisement. Amends Sec. 49a of 1966 Pa 346 (Mcl 125.1449a); Adds Secs. 49w, 49x, 49y, 49z, 49aa & 49bb & Repeals Secs. 49w to - 49aa of 1966 Pa 346 (Mcl 125.1449w - 125.1449aa)",Reported by Committee,3/16/2011,4/7/2011,Rashida Tlaib,"MI Rep. Harvey Santana (D-MI9), Lisa Brown, MI Rep. Erika Geiss (D-MI12), Dian Slavens, Lesia Liss, MI Rep. Charles Smiley (D-MI50), MI Rep. Jeff Irwin (D-MI53), MI Rep. Marilyn Lane (D-MI31), Maureen Stapleton, MI Rep. Jim Townsend (D-MI26), Lisa Howze, Phil Cavanagh, Joan Bauer, Kate Segal, Vicki Barnett, MI Rep. Marcia Hovey-Wright (D-MI92)",Democrat,https://www.quorum.us/bill/1626051/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/House/htm/2011-HIB-4118.htm,2303,,,
Michigan,Senate,2011-2012 Regular Session,Senate Simple Resolution,26,S.R. 26 (2011-2012 Regular Session): To Recognize and Honor All American Service Personnel Who Honorably Served Our Country During World War I,Agreed To (Simple Resolution),3/16/2011,4/7/2011,MI Sen. Steven Bieda (D-MI9),"Mark Jansen, MI Sen. Jack Brandenburg (R-MI8), MI Sen. Dave Hildenbrand (R-MI29), John Gleason, MI Sen. Vincent Gregory (D-MI11), MI Sen. Phil Pavlov (R-MI25), MI Sen. John Proos (R-MI21), Gretchen Whitmer, Randy Richardville, Glenn Anderson, MI Sen. Tory Rocca (R-MI10), MI Sen. Virgil Smith (D-MI4), MI Sen. Goeff Hansen (R-MI34), MI Sen. Patrick Colbeck (R-MI7), MI Sen. Tom Casperson (R-MI38), MI Sen. Hoon-Yung Hopgood (D-MI6), Bruce Caswell, MI Sen. Morris Hood (D-MI3), John Moolenaar, MI Sen. Rebekah Warren (D-MI18), MI Sen. Jim Marleau (R-MI12), Howard Walker, MI Sen. Judy Emmons (R-MI33), MI Sen. Mike Green (R-MI31), Tupac Hunter, John Pappageorge, MI Sen. Coleman Young (D-MI1), MI Sen. Darwin Booher (R-MI35)",Democrat,https://www.quorum.us/bill/1626027/,http://www.legislature.mi.gov/documents/2011-2012/resolutionintroduced/Senate/htm/2011-SIR-0026.htm,343,,,
Michigan,Senate,2011-2012 Regular Session,Senate Simple Resolution,25,"S.R. 25 (2011-2012 Regular Session): Proclaiming June 20-26, 2011, as Michigan Pollinator Week",Agreed To (Simple Resolution),3/16/2011,4/7/2011,MI Sen. Darwin Booher (R-MI35),"MI Sen. Jack Brandenburg (R-MI8), MI Sen. John Proos (R-MI21), Glenn Anderson, MI Sen. Goeff Hansen (R-MI34), MI Sen. Tom Casperson (R-MI38), MI Sen. Jim Marleau (R-MI12), MI Sen. Judy Emmons (R-MI33), MI Sen. Mike Green (R-MI31)",Republican,https://www.quorum.us/bill/1626012/,http://www.legislature.mi.gov/documents/2011-2012/resolutionintroduced/Senate/htm/2011-SIR-0025.htm,186,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,268,S.B. 268 (2011-2012 Regular Session): Insurance; No-Fault; Insurer Interests in Certain Motor Vehicle Repair Facilities; Prohibit. Amends 1956 Pa 218 (Mcl 500.100 - 500.8302) by Adding Ch. 21a,Referred to Committee,3/16/2011,4/7/2011,MI Sen. Virgil Smith (D-MI4),,Democrat,https://www.quorum.us/bill/1626002/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0268.htm,425,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,267,"S.B. 267 (2011-2012 Regular Session): Economic Development; Plant Rehabilitation; Definition of Speculative Building to Include Certain Existing Facilities and Revoked Certificates; Modify. Amends Secs. 2, 4, 7, 9 & 10 of 1974 Pa 198 (Mcl 207.552 Et Seq.)",Referred to Committee,3/16/2011,4/7/2011,Roger Kahn,,Republican,https://www.quorum.us/bill/1625979/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0267.htm,6098,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,266,"S.B. 266 (2011-2012 Regular Session): Economic Development; Plant Rehabilitation; Definition of Facility to Include Certain Existing Facilities; Modify. Amends Secs. 11, 14, 15, 16 & 16a of 1974 Pa 198 (Mcl 207.561 Et Seq.)",Referred to Committee,3/16/2011,4/7/2011,Roger Kahn,,Republican,https://www.quorum.us/bill/1625963/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0266.htm,3832,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,164,S.B. 164 (2011-2012 Regular Session): Natural Resources; Other; Reference to Definition of Newspaper in Natural Resources and Environmental Protection Act; Revise to Reflect Repeal of Statutory Definition. Amends Sec. 2133 of 1994 Pa 451 (Mcl 324.2133).  Tie Bar With: Sb 0163'11,Referred to Committee after Passing First Chamber,3/16/2011,4/7/2011,MI Sen. Tory Rocca (R-MI10),"MI Sen. Mike Nofs (R-MI19), John Pappageorge, Howard Walker, MI Sen. Steven Bieda (D-MI9), MI Sen. Rick Jones (R-MI24), MI Sen. Tonya Schuitmaker (R-MI26), MI Sen. Tom Casperson (R-MI38)",Republican,https://www.quorum.us/bill/1625941/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0164.htm,401,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,163,S.B. 163 (2011-2012 Regular Session): Communications; Newspapers and Magazines; Methods for Publication of Legal Notices; Modify. Amends Sec. 1 of 1963 Pa 247 (Mcl 691.1051) & Repeals Secs. 1461 & 1950 of 1961 Pa 236 (Mcl 600.1461 & 600.1950).  Tie Bar With: Sb 0164'11,Referred to Committee after Passing First Chamber,3/16/2011,4/7/2011,MI Sen. Tory Rocca (R-MI10),"MI Sen. Rick Jones (R-MI24), Howard Walker, MI Sen. Steven Bieda (D-MI9), John Pappageorge, MI Sen. Mike Nofs (R-MI19), MI Sen. Tom Casperson (R-MI38), MI Sen. Tonya Schuitmaker (R-MI26)",Republican,https://www.quorum.us/bill/1625903/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0163.htm,951,,,
Michigan,House,2011-2012 Regular Session,House Joint Resolution,0,"H.J.R. R. (2011-2012 Regular Session): State Agencies (Existing); Civil Service; Civil Service Commission's Authority to Increase Public Employee Compensation Benefits Without Approval of Legislature and Governor; Prohibit. Amends Sec. 5, Art. Xi of the State Constitution",Referred to Committee,3/16/2011,4/7/2011,,"Matt Huuki, MI Sen. Peter MacGregor (R-MI28), Rick Olson, MI Rep. Ray Franz (R-MI101), Matt Lori, Frank Foster, Kurt Damrow, Bob Genetski, Tom McMillin, MI Rep. Kathy Crawford (R-MI38), Paul Scott, MI Rep. Al Pscholka (R-MI79), MI Rep. Bradford Jacobsen (R-MI46), MI Rep. Kurt Heise (R-MI20), MI Rep. Mike Callton (R-MI87), David Agema, MI Rep. Jon Bumstead (R-MI100), Joe Haveman",Republican,https://www.quorum.us/bill/1625877/,http://www.legislature.mi.gov/documents/2011-2012/jointresolutionintroduced/House/htm/2011-HIJR-R.htm,917,,,
Michigan,House,2011-2012 Regular Session,House Joint Resolution,0,"H.J.R. Q. (2011-2012 Regular Session): Transportation; Funds; Oversights and Protections of Funds Earmarked for the Transportation Economic Development Fund; Provide For. Amends Secs. 9 & 10, Art. Ix of the State Constitution",Referred to Committee,3/16/2011,4/7/2011,Paul Opsommer,,Republican,https://www.quorum.us/bill/1625870/,http://www.legislature.mi.gov/documents/2011-2012/jointresolutionintroduced/House/htm/2011-HIJR-Q.htm,1095,,,
