Region,Chamber,Session/Congress,Bill Type,Number,Title,Current Status,Current Status Date,Date Introduced,Sponsor(s),Cosponsors,Primary Party,Quorum Profile URL,Bill Text URL,Word Count,Official Description,Organization Description,Stance
Michigan,Senate,2011-2012 Regular Session,Senate Bill,577,S.B. 577 (2011-2012 Regular Session): Occupations; Athletics; Unarmed Combat Regulatory Act; Provide for Confidentiality of Information and Make Other General Revisions. Amends Secs. 20 & 33 of 2004 Pa 403 (Mcl 338.3620 & 338.3633) & Adds Sec. 61a,Signed by the Governor,12/31/2012,8/25/2011,MI Sen. Joe Hune (R-MI22),,Republican,https://www.quorum.us/bill/1534026/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/Senate/htm/2011-SCB-0577.htm,1586,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,231,S.B. 231 (2011-2012 Regular Session): Crimes; Other; Discovery of a Dead Body; Require to Notify Law Enforcement Under Certain Circumstances. Amends Sec. 2841 of 1978 Pa 368 (Mcl 333.2841),Signed by the Governor,12/31/2012,4/7/2011,MI Sen. Tonya Schuitmaker (R-MI26),MI Sen. Dave Hildenbrand (R-MI29),Republican,https://www.quorum.us/bill/1531100/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/Senate/htm/2011-SCB-0231.htm,591,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,192,S.B. 192 (2011-2012 Regular Session): Probate; Wills and Estates; Estate Administration Fee; Allow Deduction for Amount of Mortgage on Real Property. Amends Secs. 871 & 877 of 1961 Pa 236 (Mcl 600.871 & 600.877),Signed by the Governor,12/31/2012,4/7/2011,Bruce Caswell,"MI Sen. John Proos (R-MI21), MI Sen. Jim Marleau (R-MI12), MI Sen. Judy Emmons (R-MI33), MI Sen. Mike Green (R-MI31)",Republican,https://www.quorum.us/bill/1531041/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBH-0192.htm,377,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,152,"S.B. 152 (2011-2012 Regular Session): Criminal Procedure; Evidence; Electronic Recording of Certain Custodial Interrogation Sessions; Require Under Certain Circumstances and Revise Procedures for Determining Admissibility as Evidence. Amends 1927 Pa 175 (Mcl 760.1 - 777.69) by Adding Secs. 7, 8, 9, 10 & 11 to Ch. Iii",Signed by the Governor,12/31/2012,4/7/2011,MI Sen. Tonya Schuitmaker (R-MI26),,Republican,https://www.quorum.us/bill/1530971/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBH-0152.htm,1041,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,56,"S.B. 56 (2011-2012 Regular Session): Highways; Name; Renaming a Portion of M-21; Designate as ""Mark v. Ingram Ii Freeway"". Amends 2001 Pa 142 (Mcl 250.1001 - 250.2080) by Adding Sec. 1059",Signed by the Governor,12/31/2012,4/7/2011,John Gleason,"MI Sen. Rick Jones (R-MI24), MI Sen. Joe Hune (R-MI22), MI Sen. Steven Bieda (D-MI9), MI Sen. Judy Emmons (R-MI33), MI Sen. Darwin Booher (R-MI35), MI Sen. Coleman Young (D-MI1), John Pappageorge, Roger Kahn, MI Sen. Mike Nofs (R-MI19), Tupac Hunter, MI Sen. Morris Hood (D-MI3), Bruce Caswell, MI Sen. Hoon-Yung Hopgood (D-MI6), MI Sen. Patrick Colbeck (R-MI7), MI Sen. Tonya Schuitmaker (R-MI26), MI Sen. David Robertson (R-MI14), MI Sen. Jim Marleau (R-MI12), MI Sen. Rebekah Warren (D-MI18), John Moolenaar, MI Sen. Tory Rocca (R-MI10), Gretchen Whitmer, MI Sen. Goeff Hansen (R-MI34), MI Sen. Virgil Smith (D-MI4), MI Sen. Dave Hildenbrand (R-MI29), MI Sen. Bert Johnson (D-MI2), Mark Jansen, MI Sen. Jack Brandenburg (R-MI8), MI Sen. John Proos (R-MI21), MI Sen. Phil Pavlov (R-MI25), MI Sen. Vincent Gregory (D-MI11)",Democrat,https://www.quorum.us/bill/1530905/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBH-0056.htm,69,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,21,S.B. 21 (2011-2012 Regular Session): State Financing and Management; Other; Performance Metrics; Require of State Departments. Amends 1984 Pa 431 (Mcl 18.1101 - 18.1594) by Adding Sec. 447.  Tie Bar With: Sb 0802'11,Signed by the Governor,12/31/2012,4/7/2011,MI Sen. Tonya Schuitmaker (R-MI26),,Republican,https://www.quorum.us/bill/1530853/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0021.htm,206,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,264,S.B. 264 (2011-2012 Regular Session): Use Tax; Collections; Prepayment Collection Process; Revise. Amends Sec. 6 of 1937 Pa 94 (Mcl 205.96),Signed by the Governor,12/31/2012,4/7/2011,MI Sen. Dave Hildenbrand (R-MI29),,Republican,https://www.quorum.us/bill/1531258/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBH-0264.htm,668,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,265,S.B. 265 (2011-2012 Regular Session): Traffic Control; Violations; Weight Restriction During Frost Restriction Periods; Provide Exemption for Trucks Transporting Heating Fuel Under Certain Circumstances. Amends Sec. 722 of 1949 Pa 300 (Mcl 257.722),Signed by the Governor,12/31/2012,4/7/2011,MI Sen. Tom Casperson (R-MI38),"MI Sen. Phil Pavlov (R-MI25), MI Sen. Mike Nofs (R-MI19)",Republican,https://www.quorum.us/bill/1531337/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0265.htm,2907,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,246,"S.B. 246 (2011-2012 Regular Session): Juveniles; Criminal Procedure; Juvenile Competency Standards; Revise. Amends Sec. 1, Ch. Xiia of 1939 Pa 288 (Mcl 712a.1) & Adds Secs. 18n, 18o, 18p, 18q, 18r & 18s to Ch. Xiia.  Tie Bar With: Hb 4555'11",Signed by the Governor,12/31/2012,4/7/2011,MI Sen. Tonya Schuitmaker (R-MI26),,Republican,https://www.quorum.us/bill/1531184/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0246.htm,3100,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,878,"S.B. 878 (2011-2012 Regular Session): Corrections; Other; Use of a Certain Youth Correctional Facility to House Certain Adult Inmates; Provide For, and Allow Department of Corrections to Contract With Certain Other Vendors for Placement of Prisoners. Amends Secs. 20i, 29, 63, 63a, 65, 65a, 69a & 70 of 1953 Pa 232 (Mcl 791.220i Et Seq.) & Adds Sec. 20j.  Tie Bar With: Hb 5174'11",Signed by the Governor,12/31/2012,12/14/2011,MI Sen. John Proos (R-MI21),,Republican,https://www.quorum.us/bill/1535615/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0878.htm,1038,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,873,S.B. 873 (2011-2012 Regular Session): Transportation; Carriers; Indemnity Clauses; Prohibit in Motor Carrier Transportation Contracts. Amends 1933 Pa 254 (Mcl 475.1 - 479.43) by Adding Sec. 21 to Art. V,Signed by the Governor,12/31/2012,12/8/2011,MI Sen. Jim Marleau (R-MI12),"MI Sen. Goeff Hansen (R-MI34), MI Sen. Jack Brandenburg (R-MI8), MI Sen. Phil Pavlov (R-MI25), MI Sen. Judy Emmons (R-MI33), MI Sen. Rick Jones (R-MI24), MI Sen. Mike Nofs (R-MI19), MI Sen. Tom Casperson (R-MI38)",Republican,https://www.quorum.us/bill/1535558/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBH-0873.htm,287,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,865,S.B. 865 (2011-2012 Regular Session): Local Government; Other; Local Financial Stability and Choice Act; Create. Creates New Act & Repeals 1990 Pa 72 (Mcl 141.1201 - 141.1291),Signed by the Governor,12/31/2012,12/2/2011,MI Sen. Phil Pavlov (R-MI25),,Republican,https://www.quorum.us/bill/1535429/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0865.htm,849,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,859,S.B. 859 (2011-2012 Regular Session): Insurance; Other; Sale of Portable Electronics Insurance; Exempt From Requirements for Licensing of Producers. Amends Sec. 1202 of 1956 Pa 218 (Mcl 500.1202),Signed by the Governor,12/31/2012,12/2/2011,MI Sen. Dave Hildenbrand (R-MI29),,Republican,https://www.quorum.us/bill/1535329/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBH-0859.htm,2644,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,811,"S.B. 811 (2011-2012 Regular Session): Villages; General Law; References to September Primary Election; Remove. Amends Secs. 4 & 5, Ch. Ii & Sec. 3, Ch. V of 1895 Pa 3 (Mcl 62.4 Et Seq.).  Tie Bar With: Sb 0810'11",Signed by the Governor,12/31/2012,11/11/2011,MI Sen. Goeff Hansen (R-MI34),,Republican,https://www.quorum.us/bill/1535276/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBH-0811.htm,343,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,321,S.B. 321 (2011-2012 Regular Session): Insurance; No-Fault; Medical Marihuana Coverage in Insurance Policies; Exempt Required Coverage For. Amends Sec. 3107 of 1956 Pa 218 (Mcl 500.3107),Signed by the Governor,12/31/2012,4/13/2011,MI Sen. Rick Jones (R-MI24),,Republican,https://www.quorum.us/bill/1532138/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0321.htm,533,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,810,"S.B. 810 (2011-2012 Regular Session): Elections; Other; Village Elections to Be Held in November; Require, and General Amendments to the Michigan Election Law. Amends Secs. 4, 381, 523, 642, 642a, 699, 759, 759a, 761, 813 & 829 of 1954 Pa 116 (Mcl 168.4 Et Seq.); Adds Secs, 38 & 497c & Repeals Sec. 500f of 1954 Pa 116 (Mcl 168.500f)",Signed by the Governor,12/31/2012,11/11/2011,MI Sen. Goeff Hansen (R-MI34),,Republican,https://www.quorum.us/bill/1535190/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0810.htm,1487,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,802,S.B. 802 (2011-2012 Regular Session): State Financing and Management; Budget; State Departments' Transparency; Require Itemized Financial Plan and Posting on Website. Amends 1984 Pa 431 (Mcl 18.1101 - 18.1594) by Adding Sec. 373.  Tie Bar With: Sb 0021'11,Signed by the Governor,12/31/2012,11/9/2011,MI Sen. Patrick Colbeck (R-MI7),"MI Sen. Phil Pavlov (R-MI25), MI Sen. John Proos (R-MI21), MI Sen. Dave Hildenbrand (R-MI29), Mark Jansen, MI Sen. Jack Brandenburg (R-MI8), MI Sen. Tory Rocca (R-MI10), Randy Richardville, MI Leader Arlan Meekhof (R-MI30), MI Sen. Tonya Schuitmaker (R-MI26), MI Sen. Jim Marleau (R-MI12), MI Sen. David Robertson (R-MI14), Bruce Caswell, MI Sen. Tom Casperson (R-MI38), MI Sen. Darwin Booher (R-MI35), John Pappageorge, Roger Kahn, MI Sen. Mike Nofs (R-MI19), MI Sen. Mike Green (R-MI31), MI Sen. Rick Jones (R-MI24), MI Sen. Joe Hune (R-MI22), MI Sen. Judy Emmons (R-MI33), Howard Walker",Republican,https://www.quorum.us/bill/1535021/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0802.htm,386,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,353,"S.B. 353 (2011-2012 Regular Session): Traffic Control; Violations; Any Intoxicating Substance; Include in Definition of ""Operating While Intoxicated"". Amends Sec. 625 of 1949 Pa 300 (Mcl 257.625)",Signed by the Governor,12/31/2012,5/4/2011,MI Sen. David Robertson (R-MI14),"MI Sen. John Proos (R-MI21), MI Sen. Jack Brandenburg (R-MI8), MI Sen. Patrick Colbeck (R-MI7), John Pappageorge",Republican,https://www.quorum.us/bill/1532416/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0353.htm,3980,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,380,"S.B. 380 (2011-2012 Regular Session): Criminal Procedure; Sentencing Guidelines; Sentencing Guidelines for Crime of Failure to Report a Dead Body With Purpose of Concealing Fact of or Cause of Death; Provide For. Amends Sec. 13k, Ch. Xvii of 1927 Pa 175 (Mcl 777.13k).  Tie Bar With: Sb 0231'11",Signed by the Governor,12/31/2012,5/18/2011,MI Sen. Dave Hildenbrand (R-MI29),"MI Sen. Tonya Schuitmaker (R-MI26), MI Sen. Rick Jones (R-MI24)",Republican,https://www.quorum.us/bill/1532505/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBH-0380.htm,240,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,409,S.B. 409 (2011-2012 Regular Session): Income Tax; Deductions; Certain Pension Income; Modify. Amends Sec. 30 of 1967 Pa 281 (Mcl 206.30),Signed by the Governor,12/31/2012,6/8/2011,MI Sen. Goeff Hansen (R-MI34),"MI Sen. Mike Green (R-MI31), MI Sen. Rick Jones (R-MI24), MI Sen. Judy Emmons (R-MI33), John Pappageorge, MI Sen. Darwin Booher (R-MI35), MI Sen. Tom Casperson (R-MI38), John Moolenaar, MI Sen. Tory Rocca (R-MI10), Randy Richardville, MI Sen. John Proos (R-MI21)",Republican,https://www.quorum.us/bill/1532559/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0409.htm,4164,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,772,"S.B. 772 (2011-2012 Regular Session): State Financing and Management; Bonds; Provision Relating to Purchase of Qualified Bonds of School District; Modify. Amends Sec. 7 of 1985 Pa 227 (Mcl 141.1057).  Tie Bar With: Sb 0770'11, Sb 0771'11",Signed by the Governor,12/31/2012,10/21/2011,Howard Walker,"MI Sen. John Proos (R-MI21), MI Sen. Phil Pavlov (R-MI25), MI Sen. Jim Marleau (R-MI12), MI Sen. Tonya Schuitmaker (R-MI26), MI Sen. Patrick Colbeck (R-MI7), Roger Kahn, MI Sen. Darwin Booher (R-MI35), John Pappageorge",Republican,https://www.quorum.us/bill/1534965/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0772.htm,1426,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,771,"S.B. 771 (2011-2012 Regular Session): Education; Financing; Disposition of Bond Proceeds From School Loan Revolving Fund Bonds by State Administrative Board; Provide For. Amends Secs. 1, 2 & 4 of 1961 Pa 112 (Mcl 388.981 Et Seq.).  Tie Bar With: Sb 0770'11, Sb 0772'11",Signed by the Governor,12/31/2012,10/21/2011,MI Sen. Phil Pavlov (R-MI25),"MI Sen. Patrick Colbeck (R-MI7), MI Sen. Jim Marleau (R-MI12), MI Sen. Tonya Schuitmaker (R-MI26), Howard Walker, Roger Kahn, MI Sen. Darwin Booher (R-MI35), John Pappageorge, MI Sen. John Proos (R-MI21)",Republican,https://www.quorum.us/bill/1534924/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBH-0771.htm,1162,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,467,"S.B. 467 (2011-2012 Regular Session): Insurance; Annuities; Regulation of Annuity Sales; Provide For. Amends Secs. 4151, 4153, 4155 & 4165 of 1956 Pa 218 (Mcl 500.4151 Et Seq.); Adds Secs. 4158, 4159, 4160 & 4161 & Repeals Sec. 4157 of 1956 Pa 218 (Mcl 500.4157)",Signed by the Governor,12/31/2012,6/16/2011,MI Sen. Rick Jones (R-MI24),"MI Sen. Jim Marleau (R-MI12), MI Sen. Tonya Schuitmaker (R-MI26), MI Sen. Patrick Colbeck (R-MI7), Roger Kahn, MI Sen. Coleman Young (D-MI1), MI Sen. Judy Emmons (R-MI33), MI Sen. Steven Bieda (D-MI9), MI Sen. John Proos (R-MI21), MI Sen. Dave Hildenbrand (R-MI29), MI Sen. Goeff Hansen (R-MI34)",Republican,https://www.quorum.us/bill/1532960/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0467.htm,4083,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,770,"S.B. 770 (2011-2012 Regular Session): State Financing and Management; Bonds; School Bond Qualification, Approval, and Loan Act; Provide Technical Amendments. Amends Secs. 3, 4, 5, 6, 7, 8, 9, 11, 13, 16 & 18 of 2005 Pa 92 (Mcl 388.1923 Et Seq.).  Tie Bar With: Sb 0771'11, Sb 0772'11",Signed by the Governor,12/31/2012,10/21/2011,John Pappageorge,"MI Sen. Jim Marleau (R-MI12), MI Sen. Tonya Schuitmaker (R-MI26), MI Sen. Patrick Colbeck (R-MI7), Roger Kahn, MI Sen. Darwin Booher (R-MI35), Howard Walker, MI Sen. Phil Pavlov (R-MI25), MI Sen. John Proos (R-MI21)",Republican,https://www.quorum.us/bill/1534844/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0770.htm,4096,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,756,S.B. 756 (2011-2012 Regular Session): Traffic Control; Driver License; Individuals With Level 2 Graduated Driver License Using Cell Phone While Operating a Vehicle; Prohibit. Amends Secs. 320a & 732 of 1949 Pa 300 (Mcl 257.320a & 257.732) & Adds Sec. 602c,Signed by the Governor,12/31/2012,10/14/2011,Howard Walker,"Roger Kahn, MI Sen. Mike Nofs (R-MI19), MI Sen. Darwin Booher (R-MI35), MI Sen. Rick Jones (R-MI24), John Moolenaar",Republican,https://www.quorum.us/bill/1534740/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0756.htm,4567,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,539,S.B. 539 (2011-2012 Regular Session): Probate; Guardians and Conservators; Appointment in This State of Guardians and Conservators Appointed in Other Jurisdictions; Allow. Amends Secs. 5313 & 5433 of 1998 Pa 386 (Mcl 700.5313 & 700.5433) & Adds Secs. 5202a & 5301a,Signed by the Governor,12/31/2012,6/30/2011,MI Sen. Tonya Schuitmaker (R-MI26),,Republican,https://www.quorum.us/bill/1533285/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0539.htm,928,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,703,S.B. 703 (2011-2012 Regular Session): Animals; Other; Importation Requirements for Large Carnivore; Implement. Amends 2000 Pa 274 (Mcl 287.1101 - 287.1123) by Adding Sec. 8a.  Tie Bar With: Sb 0210'11,Sent to Governor,12/31/2012,9/28/2011,MI Sen. Joe Hune (R-MI22),,Republican,https://www.quorum.us/bill/1534603/,http://www.legislature.mi.gov/documents/2011-2012/billconcurred/Senate/htm/2011-SCB-0703.htm,143,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,645,S.B. 645 (2011-2012 Regular Session): Corrections; Prisoners; Prisoners Receiving or Possessing Certain Items; Prohibit. Amends 1953 Pa 232 (Mcl 791.201 - 791.285) by Adding Sec. 69,Signed by the Governor,12/31/2012,9/15/2011,Roger Kahn,"MI Sen. John Proos (R-MI21), MI Sen. Jack Brandenburg (R-MI8), MI Sen. Rick Jones (R-MI24)",Republican,https://www.quorum.us/bill/1534425/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0645.htm,196,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,633,"S.B. 633 (2011-2012 Regular Session): Criminal Procedure; Probation; Retention of Nonpublic Records During Period of Diversion for Certain Crimes; Clarify. Amends Sec. 4a, Ch. Ix of 1927 Pa 175 (Mcl 769.4a)",Signed by the Governor,12/31/2012,9/9/2011,MI Sen. Virgil Smith (D-MI4),"MI Sen. Jim Marleau (R-MI12), MI Sen. Rick Jones (R-MI24), MI Sen. Steven Bieda (D-MI9), John Pappageorge, John Gleason, MI Sen. John Proos (R-MI21)",Democrat,https://www.quorum.us/bill/1534341/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0633.htm,890,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,632,S.B. 632 (2011-2012 Regular Session): Criminal Procedure; Probation; Procedures for Retention and Use of Nonpublic Record of Deferral for a Controlled Substance Violation; Revise. Amends Sec. 7411 of 1978 Pa 368 (Mcl 333.7411),Signed by the Governor,12/31/2012,9/9/2011,MI Sen. Steven Bieda (D-MI9),"John Gleason, MI Sen. John Proos (R-MI21), MI Sen. Rick Jones (R-MI24), John Pappageorge, MI Sen. Jim Marleau (R-MI12), MI Sen. Tonya Schuitmaker (R-MI26)",Democrat,https://www.quorum.us/bill/1534285/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0632.htm,898,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,631,"S.B. 631 (2011-2012 Regular Session): Criminal Procedure; Probation; Procedures for Retention and Use of Nonpublic Record of Deferral for Crime of Taking or Retaining Child; Revise, and Limit Number of Deferral Opportunities. Amends Sec. 350a of 1931 Pa 328 (Mcl 750.350a)",Signed by the Governor,12/31/2012,9/9/2011,MI Sen. Tonya Schuitmaker (R-MI26),"MI Sen. Jim Marleau (R-MI12), MI Sen. Steven Bieda (D-MI9), MI Sen. Rick Jones (R-MI24), John Pappageorge, John Gleason, MI Sen. John Proos (R-MI21)",Republican,https://www.quorum.us/bill/1534198/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0631.htm,580,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,630,"S.B. 630 (2011-2012 Regular Session): Criminal Procedure; Probation; Retention and Release of Nonpublic Records of an Arrest, Diversion, Discharge, or Dismissal of Certain Controlled Substance Cases; Clarify. Amends Sec. 1076 of 1961 Pa 236 (Mcl 600.1076)",Signed by the Governor,12/31/2012,9/9/2011,MI Sen. Rick Jones (R-MI24),"John Gleason, MI Sen. John Proos (R-MI21), MI Sen. Steven Bieda (D-MI9), John Pappageorge, MI Sen. Tonya Schuitmaker (R-MI26), MI Sen. Jim Marleau (R-MI12)",Republican,https://www.quorum.us/bill/1534118/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0630.htm,893,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,358,S.B. 358 (2011-2012 Regular Session): Crimes; Animals; Racketeering Statute; Include Animal Fighting as Predicate Offense. Amends Sec. 159g of 1931 Pa 328 (Mcl 750.159g),Signed by the Governor,12/27/2012,5/5/2011,MI Sen. Steven Bieda (D-MI9),"MI Sen. Rick Jones (R-MI24), MI Sen. Coleman Young (D-MI1), MI Sen. Mike Nofs (R-MI19), Tupac Hunter, Bruce Caswell, MI Sen. Patrick Colbeck (R-MI7), MI Sen. Jim Marleau (R-MI12), MI Sen. Tonya Schuitmaker (R-MI26), MI Sen. Tory Rocca (R-MI10), Glenn Anderson, MI Sen. Goeff Hansen (R-MI34), MI Sen. Bert Johnson (D-MI2), MI Sen. John Proos (R-MI21), MI Sen. Vincent Gregory (D-MI11)",Democrat,https://www.quorum.us/bill/1543770/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0358.htm,791,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,59,"S.B. 59 (2011-2012 Regular Session): Weapons; Licensing; Concealed Weapons Licensing Boards; Eliminate, and Transfer Powers to Secretary of State. Amends Secs. 2a, 4, 5, 5a, 5b, 5c, 5d, 5e, 5f, 5j, 5k, 5l, 5m, 5o, 6a & 8 of 1927 Pa 372 (Mcl 28.422a Et Seq.) & Adds Sec. 5x",Sent to Governor,12/27/2012,4/7/2011,MI Sen. Mike Green (R-MI31),"MI Sen. Phil Pavlov (R-MI25), MI Sen. Tom Casperson (R-MI38), MI Sen. David Robertson (R-MI14), John Moolenaar",Republican,https://www.quorum.us/bill/1543615/,http://www.legislature.mi.gov/documents/2011-2012/billintroduced/Senate/htm/2011-SIB-0059.htm,14488,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,356,S.B. 356 (2011-2012 Regular Session): Crimes; Animals; Forfeiture of Real Property Used in the Commission of Animal Fighting; Allow. Amends Sec. 4702 of 1961 Pa 236 (Mcl 600.4702),Signed by the Governor,12/27/2012,5/5/2011,MI Sen. Rick Jones (R-MI24),"MI Sen. John Proos (R-MI21), MI Sen. Bert Johnson (D-MI2), MI Sen. Goeff Hansen (R-MI34), MI Sen. Tory Rocca (R-MI10), Glenn Anderson, MI Sen. Tonya Schuitmaker (R-MI26), MI Sen. Jim Marleau (R-MI12), Bruce Caswell, MI Sen. Patrick Colbeck (R-MI7), MI Sen. Coleman Young (D-MI1), MI Sen. Mike Nofs (R-MI19), Tupac Hunter, MI Sen. Steven Bieda (D-MI9)",Republican,https://www.quorum.us/bill/1543746/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0356.htm,440,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,402,"S.B. 402 (2011-2012 Regular Session): Occupations; Physicians; Voluntary Reporting to Secretary of State Patients With Conditions That Affect Ability to Operate a Motor Vehicle; Allow, and Provide for Immunity. Amends 1978 Pa 368 (Mcl 333.1101 - 333.25211) by Adding Sec. 5139.  Tie Bar With: Sb 0403'11",Signed by the Governor,12/27/2012,6/2/2011,MI Sen. Tonya Schuitmaker (R-MI26),,Republican,https://www.quorum.us/bill/1543886/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBH-0402.htm,417,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,403,S.B. 403 (2011-2012 Regular Session): Traffic Control; Driver License; Examination Regarding Existence of Certain Medical Condition Affecting Applicant's Ability to Operate Safely; Revise and Clarify. Amends Sec. 309 of 1949 Pa 300 (Mcl 257.309).  Tie Bar With: Sb 0402'11,Signed by the Governor,12/27/2012,6/2/2011,MI Sen. Tonya Schuitmaker (R-MI26),,Republican,https://www.quorum.us/bill/1543922/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0403.htm,1116,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,445,"S.B. 445 (2011-2012 Regular Session): Transportation; Funds; Funding for a Regional Transit Authority; Provide For. Amends Secs. 10b, 10c, 10d, 10e, 10h, 10l & 10n of 1951 Pa 51 (Mcl 247.660b Et Seq.).  Tie Bar With: Sb 0909'12",Signed by the Governor,12/27/2012,6/15/2011,MI Sen. Rebekah Warren (D-MI18),"MI Sen. Bert Johnson (D-MI2), MI Sen. Tom Casperson (R-MI38)",Democrat,https://www.quorum.us/bill/1543953/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0445.htm,3420,,,
Michigan,Senate,2011-2012 Regular Session,Senate Bill,564,"S.B. 564 (2011-2012 Regular Session): Human Services; Medical Services; Premiums for Medicaid ""Freedom to Work"" Program; Modify. Amends Sec. 106a of 1939 Pa 280 (Mcl 400.106a)",Signed by the Governor,12/27/2012,7/14/2011,MI Sen. Tonya Schuitmaker (R-MI26),,Republican,https://www.quorum.us/bill/1543993/,http://www.legislature.mi.gov/documents/2011-2012/billengrossed/Senate/htm/2011-SEBS-0564.htm,733,,,
